charge_event_id,SE_id,pev_id,pev_type,start_time,end_time_chg,end_time_prk,dest_type,soc_i,soc_f,ES_strategy,VS_strategy,Ext_strategy
17240,10020511,528128,hd_400kWh,5.65,_,7.566666667,_,0.095716539,0.998009025,NA,NA,NA
26275,10070704,2273107,hd_400kWh,5.683333333,_,6.35,_,0.077353655,0.998009025,NA,NA,NA
37080,10004801,3655920,hd_300kWh,5.65,_,6.0,_,0.093835859,0.930948866,NA,NA,NA
19137,10004303,1203651,md_200kWh,5.616666667,_,7.583333333,_,0.19553375,0.998001276,NA,NA,NA
15361,10073004,385677,md_200kWh,5.65,_,7.1,_,0.035776249,0.998001276,NA,NA,NA
11959,10006407,142603,md_200kWh,5.666666667,_,7.616666667,_,0.094512083,0.998001276,NA,NA,NA
38097,10018102,3928498,md_200kWh,5.616666667,_,5.75,_,0.257075834,0.675462059,NA,NA,NA
21629,10028708,1437323,md_200kWh,5.633333333,_,7.266666667,_,0.077282916,0.998001276,NA,NA,NA
10938,10028704,65167,md_200kWh,5.666666667,_,7.616666667,_,0.094859166,0.998001276,NA,NA,NA
18188,10054508,648194,md_200kWh,5.616666667,_,6.216666667,_,0.060133684,0.926211909,NA,NA,NA
10004,10019606,4244,md_200kWh,5.616666667,_,7.516666667,_,0.083120833,0.998001276,NA,NA,NA
15286,10019605,381259,md_200kWh,5.65,_,7.533333333,_,0.085956667,0.998001276,NA,NA,NA
29798,10022812,3781328,ld_100kWh,5.683333333,_,5.75,_,0.092572741,0.209828961,NA,NA,NA
24586,10022805,1865490,hd_300kWh,5.666666667,_,6.766666667,_,0.088946923,0.998003789,NA,NA,NA
23489,10022807,1630325,md_200kWh,5.683333333,_,7.516666667,_,0.163079167,0.998001276,NA,NA,NA
18661,10022811,1160982,hd_400kWh,5.616666667,_,7.483333333,_,0.088486731,0.998009025,NA,NA,NA
10940,10049112,62714,hd_300kWh,5.616666667,_,7.466666667,_,0.089822692,0.998003789,NA,NA,NA
11006,10019006,68742,ld_100kWh,5.7,_,7.666666667,_,0.098771988,0.998001887,NA,NA,NA
24724,10005810,1895402,md_200kWh,5.75,_,7.683333333,_,0.089954584,0.998001276,NA,NA,NA
33308,10013312,2019189,hd_400kWh,5.716666667,_,5.916666667,_,0.076654616,0.765535522,NA,NA,NA
36624,10013309,3531342,hd_300kWh,5.7,_,6.15,_,0.080062692,0.970292954,NA,NA,NA
36669,10053204,3547115,md_200kWh,5.716666667,_,5.933333333,_,0.388225417,0.925454658,NA,NA,NA
23336,10052303,1616150,md_200kWh,5.733333333,_,7.35,_,0.075359999,0.99800406,NA,NA,NA
35743,10011405,3272799,hd_300kWh,5.766666667,_,6.2,_,0.061037692,0.967086155,NA,NA,NA
35442,10008303,3190164,hd_300kWh,5.716666667,_,5.9,_,0.097220962,0.656875634,NA,NA,NA
27469,10079503,3096704,hd_400kWh,5.75,_,7.633333333,_,0.092971538,0.998009025,NA,NA,NA
21355,10059404,1412930,hd_400kWh,5.733333333,_,7.316666667,_,0.052789423,0.998009025,NA,NA,NA
24862,10015502,1930527,hd_300kWh,5.733333333,_,7.416666667,_,0.042783653,0.998003789,NA,NA,NA
22884,10054103,1564955,hd_400kWh,5.733333333,_,7.066666667,_,0.009910772,0.998009025,NA,NA,NA
33650,10055208,2137607,ld_100kWh,5.766666667,_,6.166666667,_,0.092666039,0.7850782,NA,NA,NA
18891,10009704,1186991,ld_100kWh,5.7,_,7.65,_,0.097038178,0.998001887,NA,NA,NA
22034,10007705,1480579,hd_300kWh,5.75,_,7.683333333,_,0.096424769,0.998004337,NA,NA,NA
18736,10055909,1167597,md_200kWh,5.733333333,_,7.616666667,_,0.094437632,0.99800406,NA,NA,NA
34241,10019106,2320664,md_200kWh,5.7,_,5.966666667,_,0.090209584,0.866215326,NA,NA,NA
15421,10025805,394346,hd_400kWh,5.733333333,_,7.45,_,0.097803269,0.998009025,NA,NA,NA
38798,10016108,2409573,hd_600kWh,5.766666667,_,6.1,_,0.153732104,0.945781624,NA,NA,NA
29549,10011806,3708570,md_200kWh,5.733333333,_,6.066666667,_,0.19877375,0.955830014,NA,NA,NA
21807,10053004,1459118,hd_400kWh,5.7,_,7.45,_,0.081752693,0.998009025,NA,NA,NA
35579,10076507,3220764,md_200kWh,5.733333333,_,5.916666667,_,0.0800625,0.689095097,NA,NA,NA
29702,10017908,3755537,md_200kWh,5.766666667,_,7.583333333,_,0.055246667,0.998001276,NA,NA,NA
38635,10032603,1459457,ld_100kWh,5.75,_,6.366666667,_,0.09530369,0.969415254,NA,NA,NA
35627,10032608,3238549,hd_300kWh,5.766666667,_,5.983333333,_,0.088730193,0.714897449,NA,NA,NA
23820,10056912,1696819,md_200kWh,5.75,_,7.366666667,_,0.131525415,0.998001276,NA,NA,NA
29794,10024306,3777256,hd_300kWh,5.733333333,_,7.5,_,0.095783077,0.998003789,NA,NA,NA
18701,10017801,1165107,ld_100kWh,5.716666667,_,7.6,_,0.191488178,0.998001887,NA,NA,NA
32748,10053307,1826310,md_200kWh,5.75,_,5.95,_,0.119761247,0.77524046,NA,NA,NA
35238,10053310,3130471,md_200kWh,5.716666667,_,6.0,_,0.157378752,0.910186769,NA,NA,NA
35556,10081103,3212808,md_200kWh,5.716666667,_,5.933333333,_,0.086755,0.792929371,NA,NA,NA
25614,10005308,2100479,md_200kWh,5.766666667,_,7.55,_,0.03838125,0.998001276,NA,NA,NA
19795,10005302,1263620,md_200kWh,5.716666667,_,7.533333333,_,0.087252763,0.99800406,NA,NA,NA
16924,10005304,501260,md_200kWh,5.733333333,_,7.516666667,_,0.238935002,0.998001276,NA,NA,NA
21304,10016305,1407702,hd_300kWh,5.733333333,_,7.283333333,_,0.037890963,0.998003789,NA,NA,NA
22094,10056102,1486388,md_200kWh,5.75,_,7.666666667,_,0.290807083,0.998001276,NA,NA,NA
34523,10075608,2411836,md_200kWh,5.75,_,5.9,_,0.384775417,0.843951105,NA,NA,NA
19336,10081404,1221627,hd_300kWh,5.733333333,_,6.416666667,_,0.062954038,0.998003789,NA,NA,NA
32153,10003108,1620079,md_200kWh,5.716666667,_,5.95,_,0.1988825,0.869568596,NA,NA,NA
33219,10045008,1994564,md_200kWh,5.7,_,5.833333333,_,0.1640625,0.605480461,NA,NA,NA
10708,10065306,47426,hd_300kWh,5.7,_,7.383333333,_,0.075235768,0.998003789,NA,NA,NA
23679,10054405,1663224,ld_100kWh,5.733333333,_,7.666666667,_,0.094700753,0.998001887,NA,NA,NA
25868,10080908,2164422,md_200kWh,5.733333333,_,7.366666667,_,0.106742497,0.998001276,NA,NA,NA
37661,10011906,3808860,ld_100kWh,5.766666667,_,6.266666667,_,0.193297214,0.95530913,NA,NA,NA
37423,10002106,3743392,ld_100kWh,5.766666667,_,6.35,_,0.094359865,0.959246761,NA,NA,NA
28953,10070701,3519834,hd_600kWh,5.733333333,_,7.65,_,0.09668614,0.998008652,NA,NA,NA
16673,10050708,488482,hd_400kWh,5.7,_,7.333333333,_,0.094831538,0.998009025,NA,NA,NA
17586,10054506,558144,ld_100kWh,5.7,_,7.666666667,_,0.09896378,0.998001887,NA,NA,NA
19459,10053708,1231673,hd_300kWh,5.7,_,7.616666667,_,0.093191346,0.998003789,NA,NA,NA
28414,10046005,3354834,md_200kWh,5.766666667,_,5.9,_,0.282004584,0.75309029,NA,NA,NA
29012,10005108,3537415,ld_100kWh,5.7,_,7.55,_,0.084099097,0.998001887,NA,NA,NA
17324,10031507,534865,hd_300kWh,5.716666667,_,7.433333333,_,0.099428077,0.998003789,NA,NA,NA
37834,10022808,3851176,md_200kWh,5.7,_,5.833333333,_,0.296436667,0.739237691,NA,NA,NA
28854,10063708,3485272,hd_400kWh,5.75,_,6.116666667,_,0.0741025,0.998009025,NA,NA,NA
23581,10057308,1648485,ld_100kWh,5.8,_,7.716666667,_,0.094918298,0.998001887,NA,NA,NA
19889,10057303,1273365,hd_300kWh,5.85,_,7.733333333,_,0.077422116,0.998003789,NA,NA,NA
37659,10013301,3815863,hd_400kWh,5.8,_,6.1,_,0.098437115,0.994550918,NA,NA,NA
10435,10032902,30154,hd_400kWh,5.8,_,7.466666667,_,0.062033075,0.998009025,NA,NA,NA
19952,10032908,1278372,md_200kWh,5.816666667,_,7.45,_,0.314001253,0.998001276,NA,NA,NA
17278,10032910,528411,md_200kWh,5.85,_,7.5,_,0.081944737,0.99800406,NA,NA,NA
32894,10005205,1880711,hd_300kWh,5.833333333,_,6.016666667,_,0.098627525,0.637020358,NA,NA,NA
28649,10060605,3433446,md_200kWh,5.8,_,7.766666667,_,0.099169583,0.998001276,NA,NA,NA
35804,10011505,3292592,hd_300kWh,5.816666667,_,6.05,_,0.080909424,0.784368354,NA,NA,NA
13416,10004512,246880,md_200kWh,5.816666667,_,7.483333333,_,0.13091333,0.998001276,NA,NA,NA
24267,10025803,1789046,md_200kWh,5.85,_,7.75,_,0.176904167,0.998001276,NA,NA,NA
23467,10067003,1627449,md_200kWh,5.8,_,7.583333333,_,0.093913947,0.99800406,NA,NA,NA
34012,10049905,2255809,hd_300kWh,5.8,_,6.05,_,0.083614808,0.789984628,NA,NA,NA
15289,10015105,380534,md_200kWh,5.85,_,6.25,_,0.095337917,0.964290506,NA,NA,NA
26534,10005610,2319498,hd_300kWh,5.8,_,7.75,_,0.096763846,0.998003789,NA,NA,NA
15971,10034505,436608,md_200kWh,5.783333333,_,7.266666667,_,0.089390834,0.998001276,NA,NA,NA
23366,10046308,1618000,hd_300kWh,5.816666667,_,6.083333333,_,0.186215961,0.891735151,NA,NA,NA
10605,10076508,40269,md_200kWh,5.816666667,_,7.75,_,0.0938775,0.998001276,NA,NA,NA
12883,10073504,209682,md_200kWh,5.783333333,_,7.6,_,0.059804582,0.998001276,NA,NA,NA
25866,10013707,2165660,md_200kWh,5.85,_,7.5,_,0.10571792,0.998001276,NA,NA,NA
10999,10055308,69498,ld_100kWh,5.8,_,7.7,_,0.092545181,0.998001887,NA,NA,NA
25986,10066508,2194172,md_200kWh,5.833333333,_,7.783333333,_,0.194510833,0.998001276,NA,NA,NA
17445,10021906,540227,md_200kWh,5.85,_,7.8,_,0.19279875,0.998001276,NA,NA,NA
17096,10002008,521308,hd_300kWh,5.833333333,_,6.133333333,_,0.102841727,0.901779493,NA,NA,NA
22151,10056901,1489192,md_200kWh,5.783333333,_,6.633333333,_,0.119894999,0.998001276,NA,NA,NA
10834,10025508,57734,hd_300kWh,5.783333333,_,6.05,_,0.098852378,0.839784766,NA,NA,NA
15038,10017803,361840,ld_100kWh,5.85,_,7.733333333,_,0.190409036,0.998001887,NA,NA,NA
31571,10053312,1477760,ld_100kWh,5.833333333,_,6.25,_,0.028155873,0.735296499,NA,NA,NA
17842,10053309,585760,hd_600kWh,5.816666667,_,7.333333333,_,0.074847368,0.998008652,NA,NA,NA
35221,10074101,3115895,hd_300kWh,5.816666667,_,6.033333333,_,0.090509039,0.725446815,NA,NA,NA
23479,10006002,1632953,md_200kWh,5.85,_,7.466666667,_,0.309946248,0.998001276,NA,NA,NA
24942,10005301,1946860,hd_300kWh,5.8,_,7.566666667,_,0.071744616,0.998003789,NA,NA,NA
10912,10077111,61728,md_200kWh,5.8,_,7.116666667,_,0.257121513,0.998001276,NA,NA,NA
25302,10014809,2023213,md_200kWh,5.783333333,_,7.583333333,_,0.093326667,0.998001276,NA,NA,NA
32028,10024909,1589537,md_200kWh,5.816666667,_,6.116666667,_,0.00951167,0.876187254,NA,NA,NA
27269,10014103,2689927,md_200kWh,5.816666667,_,7.516666667,_,0.056274342,0.99800406,NA,NA,NA
15954,10064510,429330,md_200kWh,5.85,_,7.8,_,0.2926475,0.998001276,NA,NA,NA
11756,10057605,123260,md_200kWh,5.8,_,7.6,_,0.052591667,0.998001276,NA,NA,NA
32781,10016708,1842566,hd_300kWh,5.833333333,_,6.05,_,0.093620577,0.722306807,NA,NA,NA
18512,10047708,1145499,md_200kWh,5.833333333,_,7.716666667,_,0.080761666,0.998001276,NA,NA,NA
20032,10047705,1290689,md_200kWh,5.833333333,_,5.983333333,_,0.402350837,0.880327778,NA,NA,NA
36474,10003101,3490106,md_200kWh,5.816666667,_,6.116666667,_,0.070890833,0.903175776,NA,NA,NA
38488,10044008,113921,md_200kWh,5.833333333,_,6.15,_,0.260095414,0.951624888,NA,NA,NA
15859,10011905,426825,hd_400kWh,5.8,_,7.133333333,_,0.08656577,0.998009025,NA,NA,NA
24200,10020512,1782689,ld_100kWh,5.833333333,_,7.633333333,_,0.082438253,0.998001887,NA,NA,NA
23287,10020507,1611853,md_200kWh,5.833333333,_,7.716666667,_,0.083370833,0.998001276,NA,NA,NA
25673,10008005,2125043,hd_400kWh,5.816666667,_,6.616666667,_,0.081575385,0.998009025,NA,NA,NA
28189,10070702,3288131,md_200kWh,5.8,_,7.65,_,0.069238749,0.998001276,NA,NA,NA
10915,10072908,63212,ld_100kWh,5.783333333,_,7.6,_,0.182820256,0.998001887,NA,NA,NA
26381,10002308,2289305,ld_100kWh,5.833333333,_,7.016666667,_,0.065128994,0.998001887,NA,NA,NA
20288,10002307,1306163,md_200kWh,5.833333333,_,7.633333333,_,0.053389168,0.998001276,NA,NA,NA
36026,10050707,3358792,md_200kWh,5.833333333,_,6.133333333,_,0.168949166,0.926375248,NA,NA,NA
28786,10018102,3479346,hd_400kWh,5.816666667,_,7.333333333,_,0.045377502,0.998009025,NA,NA,NA
26041,10018104,2209849,md_200kWh,5.783333333,_,7.716666667,_,0.094504583,0.998001276,NA,NA,NA
11076,10054505,79743,hd_400kWh,5.8,_,7.75,_,0.098003846,0.998009025,NA,NA,NA
35316,10039207,3146272,hd_400kWh,5.8,_,7.716666667,_,0.095543846,0.998009025,NA,NA,NA
27781,10002202,3182842,hd_300kWh,5.8,_,7.483333333,_,0.164800962,0.998003789,NA,NA,NA
23247,10011602,1608996,md_200kWh,5.85,_,7.7,_,0.056539583,0.998001276,NA,NA,NA
26974,10022812,2463218,md_200kWh,5.85,_,6.216666667,_,0.086551668,0.947361887,NA,NA,NA
16867,10036807,502550,hd_400kWh,5.816666667,_,7.766666667,_,0.097623077,0.998009025,NA,NA,NA
26517,10036803,2317091,hd_400kWh,5.833333333,_,7.766666667,_,0.197599423,0.998009025,NA,NA,NA
33199,10049104,1982659,ld_100kWh,5.85,_,6.2,_,0.070399849,0.662778105,NA,NA,NA
36561,10049101,3510593,md_200kWh,5.816666667,_,6.016666667,_,0.291142084,0.862620616,NA,NA,NA
24376,10026402,1821833,md_200kWh,5.933333333,_,7.6,_,0.07472408,0.99800406,NA,NA,NA
28605,10026405,3413324,ld_100kWh,5.916666667,_,6.0,_,0.05832914,0.202290096,NA,NA,NA
33236,10013407,2004395,hd_400kWh,5.866666667,_,6.383333333,_,0.099568269,0.998009025,NA,NA,NA
27056,10014006,2659540,md_200kWh,5.866666667,_,7.766666667,_,0.096126316,0.99800406,NA,NA,NA
37222,10013303,3687743,md_200kWh,5.883333333,_,6.466666667,_,0.096841579,0.93136315,NA,NA,NA
34415,10053201,2374119,ld_100kWh,5.933333333,_,6.433333333,_,0.065156174,0.902722232,NA,NA,NA
17354,10046606,539986,hd_400kWh,5.883333333,_,6.516666667,_,0.075576153,0.998009025,NA,NA,NA
26578,10052301,2338016,hd_400kWh,5.866666667,_,7.416666667,_,0.089925962,0.998009025,NA,NA,NA
33364,10008308,2042511,hd_300kWh,5.916666667,_,6.1,_,0.096491154,0.645101128,NA,NA,NA
38685,10055212,1386424,hd_300kWh,5.916666667,_,6.1,_,0.077841154,0.61303254,NA,NA,NA
34805,10007701,2666534,md_200kWh,5.933333333,_,6.183333333,_,0.091817083,0.846779537,NA,NA,NA
29574,10011502,3719376,md_200kWh,5.866666667,_,7.766666667,_,0.0846175,0.998001276,NA,NA,NA
19983,10025806,1285874,hd_300kWh,5.933333333,_,7.583333333,_,0.063680961,0.998003789,NA,NA,NA
35243,10067007,3125554,ld_100kWh,5.866666667,_,6.1,_,0.192630798,0.584364456,NA,NA,NA
20511,10067005,1326934,md_200kWh,5.866666667,_,7.783333333,_,0.071023552,0.99800406,NA,NA,NA
32430,10021302,1705082,ld_100kWh,5.916666667,_,6.45,_,0.090693448,0.935447952,NA,NA,NA
22236,10015103,1502405,hd_300kWh,5.933333333,_,7.516666667,_,0.094220013,0.998004337,NA,NA,NA
28558,10020101,3408887,md_200kWh,5.9,_,7.85,_,0.093239167,0.998001276,NA,NA,NA
14109,10003311,296992,hd_300kWh,5.916666667,_,7.783333333,_,0.090181923,0.998003789,NA,NA,NA
15341,10046505,387711,hd_400kWh,5.9,_,7.8,_,0.092153846,0.998009025,NA,NA,NA
10298,10059305,20623,hd_300kWh,5.9,_,7.55,_,0.060919809,0.998003789,NA,NA,NA
32418,10022208,1707876,hd_300kWh,5.916666667,_,6.183333333,_,0.096505961,0.860306981,NA,NA,NA
37050,10023106,3650032,hd_300kWh,5.883333333,_,6.133333333,_,0.087036731,0.793008332,NA,NA,NA
29961,10028208,3830398,md_200kWh,5.9,_,7.716666667,_,0.06984375,0.998001276,NA,NA,NA
27155,10076501,2671217,md_200kWh,5.866666667,_,7.283333333,_,0.097278947,0.99800406,NA,NA,NA
38029,10013703,3910555,hd_300kWh,5.883333333,_,6.066666667,_,0.147362883,0.681078097,NA,NA,NA
31546,10003702,1474279,md_200kWh,5.933333333,_,6.483333333,_,0.098815395,0.907461715,NA,NA,NA
29742,10043505,3761121,ld_100kWh,5.916666667,_,7.7,_,0.079799474,0.998001887,NA,NA,NA
37611,10059708,3797755,hd_400kWh,5.866666667,_,6.066666667,_,0.162485577,0.859286454,NA,NA,NA
15252,10024308,378935,hd_300kWh,5.933333333,_,7.883333333,_,0.097823269,0.998003789,NA,NA,NA
22349,10024301,1511019,md_200kWh,5.9,_,7.783333333,_,0.180925834,0.998001276,NA,NA,NA
35843,10022507,3304115,md_200kWh,5.933333333,_,6.033333333,_,0.301213753,0.664189571,NA,NA,NA
12337,10025507,165214,md_200kWh,5.866666667,_,7.8,_,0.08819,0.998001276,NA,NA,NA
25823,10053301,2157348,ld_100kWh,5.916666667,_,7.716666667,_,0.079496083,0.998001887,NA,NA,NA
38035,10074103,3911706,hd_300kWh,5.883333333,_,6.183333333,_,0.098909231,0.902377675,NA,NA,NA
26683,10034308,2371305,md_200kWh,5.883333333,_,7.1,_,0.242414786,0.998001276,NA,NA,NA
29074,10034306,3565582,ld_100kWh,5.9,_,7.766666667,_,0.186712802,0.998001887,NA,NA,NA
38452,10021402,1236415,md_200kWh,5.933333333,_,6.066666667,_,0.184469167,0.597656431,NA,NA,NA
21493,10021403,1423402,ld_100kWh,5.9,_,7.866666667,_,0.098414608,0.998001887,NA,NA,NA
11478,10081106,103860,md_200kWh,5.866666667,_,7.666666667,_,0.093035417,0.998001276,NA,NA,NA
33022,10081102,1922753,md_200kWh,5.883333333,_,6.116666667,_,0.20534917,0.886057951,NA,NA,NA
19059,10081101,1200317,hd_300kWh,5.883333333,_,6.4,_,0.078938653,0.986123867,NA,NA,NA
34826,10081105,2674707,hd_400kWh,5.883333333,_,6.183333333,_,0.094151346,0.995294386,NA,NA,NA
26246,10010906,2257184,md_200kWh,5.9,_,7.8,_,0.096358947,0.99800406,NA,NA,NA
37388,10077104,3737261,hd_300kWh,5.916666667,_,6.2,_,0.08993,0.876334727,NA,NA,NA
30280,10014812,3931380,md_200kWh,5.916666667,_,7.8,_,0.084971666,0.998001276,NA,NA,NA
20857,10073203,1366049,md_200kWh,5.883333333,_,7.516666667,_,0.001125,0.998001276,NA,NA,NA
21689,10032308,1442365,md_200kWh,5.866666667,_,7.75,_,0.07707875,0.998001276,NA,NA,NA
36456,10026004,3483638,ld_100kWh,5.933333333,_,6.35,_,0.094295934,0.80779624,NA,NA,NA
10720,10044005,49321,md_200kWh,5.866666667,_,7.716666667,_,0.086273947,0.99800406,NA,NA,NA
10176,10045008,10870,md_200kWh,5.866666667,_,7.566666667,_,0.045877917,0.998001276,NA,NA,NA
16346,10043301,463897,hd_400kWh,5.866666667,_,7.65,_,0.082534039,0.998009025,NA,NA,NA
20628,10043304,1339395,md_200kWh,5.866666667,_,5.933333333,_,0.099725417,0.315961902,NA,NA,NA
20123,10001307,1300184,md_200kWh,5.933333333,_,7.766666667,_,0.075019167,0.998001276,NA,NA,NA
14418,10080909,315869,hd_400kWh,5.866666667,_,7.733333333,_,0.092043846,0.998009025,NA,NA,NA
37430,10038808,3740914,hd_300kWh,5.933333333,_,6.166666667,_,0.094275769,0.780789442,NA,NA,NA
13437,10002107,253374,ld_100kWh,5.866666667,_,7.783333333,_,0.092657455,0.998001887,NA,NA,NA
28502,10020502,3385385,ld_100kWh,5.9,_,7.766666667,_,0.19690738,0.998001887,NA,NA,NA
18986,10002803,1188065,hd_300kWh,5.916666667,_,7.833333333,_,0.094598269,0.998003789,NA,NA,NA
13749,10008008,270088,md_200kWh,5.916666667,_,7.883333333,_,0.099686667,0.998001276,NA,NA,NA
15148,10048904,371726,md_200kWh,5.916666667,_,7.766666667,_,0.088820395,0.99800406,NA,NA,NA
11328,10075314,97696,hd_300kWh,5.9,_,7.8,_,0.193073461,0.998003789,NA,NA,NA
15885,10004306,424038,md_200kWh,5.9,_,7.483333333,_,0.120848747,0.998001276,NA,NA,NA
12635,10004304,188437,md_200kWh,5.883333333,_,6.05,_,0.311958558,0.843982901,NA,NA,NA
36215,10072904,3410593,md_200kWh,5.866666667,_,6.1,_,0.142571667,0.844820255,NA,NA,NA
31848,10073002,1544890,md_200kWh,5.916666667,_,6.2,_,0.093695833,0.891424164,NA,NA,NA
35516,10030105,3207168,md_200kWh,5.933333333,_,6.1,_,0.390278334,0.873174963,NA,NA,NA
22620,10028707,1537349,ld_100kWh,5.866666667,_,6.333333333,_,0.096441114,0.884529581,NA,NA,NA
38456,10019608,516930,md_200kWh,5.883333333,_,6.116666667,_,0.214285,0.872918151,NA,NA,NA
36224,10012807,3417397,ld_100kWh,5.933333333,_,6.266666667,_,0.191848494,0.761089166,NA,NA,NA
16896,10022808,500834,hd_300kWh,5.916666667,_,7.766666667,_,0.087119616,0.998003789,NA,NA,NA
23383,10049106,1624390,hd_400kWh,5.883333333,_,6.85,_,0.0722475,0.998009025,NA,NA,NA
28314,10049513,3324696,ld_100kWh,5.883333333,_,7.833333333,_,0.096217018,0.998001887,NA,NA,NA
36322,10075902,3437259,hd_300kWh,5.883333333,_,6.166666667,_,0.09206,0.870201036,NA,NA,NA
35093,10072206,3083881,hd_400kWh,5.966666667,_,6.533333333,_,0.18277173,0.998009025,NA,NA,NA
21699,10072201,1444361,md_200kWh,6.0,_,7.733333333,_,0.337072502,0.998001276,NA,NA,NA
32344,10027908,1676335,hd_300kWh,5.983333333,_,6.35,_,0.097229231,0.942027218,NA,NA,NA
35210,10049308,3116376,md_200kWh,5.966666667,_,6.25,_,0.267362083,0.940917006,NA,NA,NA
23872,10049301,1703800,md_200kWh,6.0,_,7.683333333,_,0.238992082,0.998001276,NA,NA,NA
29937,10004201,3820226,md_200kWh,5.966666667,_,7.516666667,_,0.17831,0.998001276,NA,NA,NA
22037,10013406,1480092,hd_400kWh,6.016666667,_,6.216666667,_,0.097684038,0.803751647,NA,NA,NA
28391,10018906,3356196,md_200kWh,6.016666667,_,7.966666667,_,0.0961075,0.998001276,NA,NA,NA
13096,10013312,221567,md_200kWh,5.95,_,7.783333333,_,0.177691667,0.998001276,NA,NA,NA
11620,10013308,113953,md_200kWh,6.0,_,7.866666667,_,0.091782105,0.99800406,NA,NA,NA
19070,10053203,1197363,md_200kWh,5.983333333,_,7.883333333,_,0.287024167,0.998001276,NA,NA,NA
18053,10053204,620477,md_200kWh,6.0,_,7.916666667,_,0.181029167,0.998001276,NA,NA,NA
25271,10008303,2017069,ld_100kWh,5.95,_,7.85,_,0.092216265,0.998001887,NA,NA,NA
28140,10011707,3285756,ld_100kWh,5.983333333,_,7.666666667,_,0.158556402,0.998001887,NA,NA,NA
28290,10011701,3322089,hd_400kWh,6.0,_,7.666666667,_,0.066442691,0.998009025,NA,NA,NA
25005,10059409,1956306,ld_100kWh,5.95,_,7.816666667,_,0.085447063,0.998001887,NA,NA,NA
23921,10016602,1721183,md_200kWh,5.966666667,_,7.933333333,_,0.0986175,0.998001276,NA,NA,NA
24826,10009702,1920187,hd_400kWh,5.983333333,_,7.266666667,_,0.119569809,0.998009025,NA,NA,NA
26498,10009701,2315329,md_200kWh,5.95,_,7.816666667,_,0.072432499,0.998001276,NA,NA,NA
16794,10050806,490087,md_200kWh,6.016666667,_,7.983333333,_,0.099627237,0.99800406,NA,NA,NA
26675,10050801,2368882,hd_300kWh,5.95,_,7.816666667,_,0.086766731,0.998003789,NA,NA,NA
28137,10059205,3285932,md_200kWh,6.0,_,7.5,_,0.35006875,0.998001276,NA,NA,NA
33566,10019108,2106978,hd_400kWh,6.016666667,_,6.566666667,_,0.099505385,0.998009025,NA,NA,NA
27273,10019106,2687224,hd_300kWh,6.0,_,7.95,_,0.098637837,0.998004337,NA,NA,NA
22545,10072012,1535228,hd_300kWh,6.016666667,_,7.833333333,_,0.090737163,0.998004337,NA,NA,NA
25470,10015101,2070377,md_200kWh,5.983333333,_,7.933333333,_,0.098385526,0.99800406,NA,NA,NA
22793,10056007,1555749,md_200kWh,5.983333333,_,7.916666667,_,0.08954125,0.998001276,NA,NA,NA
14175,10070808,300816,hd_300kWh,6.016666667,_,6.083333333,_,0.077775577,0.326981023,NA,NA,NA
20605,10023107,1334131,hd_300kWh,5.966666667,_,7.833333333,_,0.090779231,0.998003789,NA,NA,NA
20426,10053002,1319791,hd_300kWh,5.983333333,_,7.683333333,_,0.058703846,0.998003789,NA,NA,NA
10886,10076507,66059,hd_400kWh,6.016666667,_,7.95,_,0.070247885,0.998009025,NA,NA,NA
34195,10032602,2305175,ld_100kWh,5.966666667,_,6.533333333,_,0.082041566,0.953397028,NA,NA,NA
34694,10032607,2462485,ld_100kWh,6.016666667,_,6.216666667,_,0.095779443,0.435800557,NA,NA,NA
16668,10073503,481042,md_200kWh,5.95,_,7.583333333,_,0.204722087,0.998001276,NA,NA,NA
22524,10055301,1528784,md_200kWh,5.95,_,6.183333333,_,0.020827917,0.785288881,NA,NA,NA
28828,10066504,3483484,md_200kWh,6.016666667,_,7.683333333,_,0.005283748,0.998001276,NA,NA,NA
19804,10003708,1264085,md_200kWh,5.966666667,_,7.883333333,_,0.09081875,0.998001276,NA,NA,NA
36936,10003703,3624581,ld_100kWh,6.016666667,_,7.45,_,0.194537199,0.998001887,NA,NA,NA
16850,10003705,495347,ld_100kWh,5.95,_,7.816666667,_,0.088670934,0.998001887,NA,NA,NA
32426,10009607,1706221,hd_400kWh,5.966666667,_,6.3,_,0.093806731,0.998009025,NA,NA,NA
28711,10034105,3447932,ld_100kWh,5.95,_,7.8,_,0.080510618,0.998001887,NA,NA,NA
29356,10004706,3652397,md_200kWh,5.966666667,_,7.833333333,_,0.075584583,0.998001276,NA,NA,NA
36795,10012710,3575387,ld_100kWh,6.0,_,6.5,_,0.092138328,0.920128616,NA,NA,NA
24587,10040906,1865433,md_200kWh,6.016666667,_,6.05,_,0.030271248,0.167097042,NA,NA,NA
27227,10010306,2681573,hd_400kWh,5.966666667,_,6.25,_,0.076758654,0.98375736,NA,NA,NA
16173,10017805,449485,hd_400kWh,6.016666667,_,6.883333333,_,0.094198846,0.998009025,NA,NA,NA
11581,10072308,116665,md_200kWh,6.0,_,7.916666667,_,0.09049,0.998001276,NA,NA,NA
23356,10021404,1617281,hd_400kWh,5.983333333,_,7.75,_,0.075192116,0.998009025,NA,NA,NA
19153,10081108,1204629,hd_300kWh,5.966666667,_,7.533333333,_,0.092171923,0.998003789,NA,NA,NA
20697,10081103,1346194,md_200kWh,5.983333333,_,7.9,_,0.08992875,0.998001276,NA,NA,NA
