time_hrs,demand,fossil_fuel,nuclear,solar
47.9166667,1631.296,1011.256507,622,-1.960506642
48,1623.824,1003.784507,622,-1.960506642
48.0833333,1616.351,996.3115066,622,-1.960506642
48.1666667,1608.878,988.8385066,622,-1.960506642
48.25,1601.405,981.3655066,622,-1.960506642
48.3333333,1593.933,973.8935066,622,-1.960506642
48.4166667,1586.46,966.4205066,622,-1.960506642
48.5,1586.46,966.4205066,622,-1.960506642
48.5833333,1579.112,959.0725066,622,-1.960506642
48.6666667,1571.764,951.7245066,622,-1.960506642
48.75,1564.415,944.3755066,622,-1.960506642
48.8333333,1557.067,937.0275066,622,-1.960506642
48.9166667,1549.719,929.6795066,622,-1.960506642
49,1542.371,922.3315066,622,-1.960506642
49.0833333,1535.023,914.9835066,622,-1.960506642
49.1666667,1527.675,907.6355066,622,-1.960506642
49.25,1520.326,900.2865066,622,-1.960506642
49.3333333,1512.978,892.9385066,622,-1.960506642
49.4166667,1505.63,885.5905066,622,-1.960506642
49.5,1505.63,885.5905066,622,-1.960506642
49.5833333,1500.524,880.4845066,622,-1.960506642
49.6666667,1495.417,875.3775066,622,-1.960506642
49.75,1490.311,870.2715066,622,-1.960506642
49.8333333,1485.205,865.1655066,622,-1.960506642
49.9166667,1480.098,860.0585066,622,-1.960506642
50,1474.992,854.9525066,622,-1.960506642
50.0833333,1469.885,849.8455066,622,-1.960506642
50.1666667,1464.779,844.7395066,622,-1.960506642
50.25,1459.673,839.6335066,622,-1.960506642
50.3333333,1454.566,834.5265066,622,-1.960506642
50.4166667,1449.46,829.4205066,622,-1.960506642
50.5,1449.46,829.4205066,622,-1.960506642
50.5833333,1447.841,827.8015066,622,-1.960506642
50.6666667,1446.222,826.1825066,622,-1.960506642
50.75,1444.603,824.5635066,622,-1.960506642
50.8333333,1442.984,822.9445066,622,-1.960506642
50.9166667,1441.365,821.3255066,622,-1.960506642
51,1439.745,819.7055066,622,-1.960506642
51.0833333,1438.126,818.0865066,622,-1.960506642
51.1666667,1436.507,816.4675066,622,-1.960506642
51.25,1434.888,814.8485066,622,-1.960506642
51.3333333,1433.269,813.2295066,622,-1.960506642
51.4166667,1431.65,811.6105066,622,-1.960506642
51.5,1431.65,811.6105066,622,-1.960506642
51.5833333,1430.529,810.4895066,622,-1.960506642
51.6666667,1429.408,809.3685066,622,-1.960506642
51.75,1428.287,808.2475066,622,-1.960506642
51.8333333,1427.166,807.1265066,622,-1.960506642
51.9166667,1426.045,806.0055066,622,-1.960506642
52,1424.925,804.8855066,622,-1.960506642
52.0833333,1423.804,803.7645066,622,-1.960506642
52.1666667,1422.683,802.6435066,622,-1.960506642
52.25,1421.562,801.5225066,622,-1.960506642
52.3333333,1420.441,800.4015066,622,-1.960506642
52.4166667,1419.32,799.2805066,622,-1.960506642
52.5,1419.32,799.2805066,622,-1.960506642
52.5833333,1417.825,797.7855066,622,-1.960506642
52.6666667,1416.331,796.2915066,622,-1.960506642
52.75,1414.836,794.7965066,622,-1.960506642
52.8333333,1413.342,793.3025066,622,-1.960506642
52.9166667,1411.847,791.8075066,622,-1.960506642
53,1410.353,790.3135066,622,-1.960506642
53.0833333,1408.858,788.8185066,622,-1.960506642
53.1666667,1407.364,787.3245066,622,-1.960506642
53.25,1405.869,785.8295066,622,-1.960506642
53.3333333,1404.375,784.3355066,622,-1.960506642
53.4166667,1402.88,782.8405066,622,-1.960506642
53.5,1402.88,782.8405066,622,-1.960506642
53.5833333,1406.865,786.8255066,622,-1.960506642
53.6666667,1410.851,790.8115066,622,-1.960506642
53.75,1414.836,794.7965066,622,-1.960506642
53.8333333,1418.822,798.7825066,622,-1.960506642
53.9166667,1422.807,802.7675066,622,-1.960506642
54,1426.793,806.7535066,622,-1.960506642
54.0833333,1430.778,810.7385066,622,-1.960506642
54.1666667,1434.764,814.2918773,622,-1.527877251
54.25,1438.749,817.0756358,622,-0.326635831
54.3333333,1442.735,819.0967244,622,1.638275631
54.4166667,1446.72,820.0562249,622,4.663775136
54.5,1446.72,816.1765283,622,8.543471681
54.5833333,1459.299,823.8532915,622,13.44570849
54.6666667,1471.878,830.2918371,622,19.58616288
54.75,1484.457,835.3931159,622,27.06388412
54.8333333,1497.036,839.164024,622,35.87197596
54.9166667,1509.615,841.2508238,622,46.3641762
55,1522.195,841.8677585,622,58.32724154
55.0833333,1534.774,841.2819754,622,71.4920246
55.1666667,1547.353,839.6150166,622,85.73798343
55.25,1559.932,836.7648176,622,101.1671824
55.3333333,1572.511,836.2219094,622,114.2890906
55.4166667,1585.09,834.3303486,622,128.7596514
55.5,1585.09,818.6431719,622,144.4468281
55.5833333,1598.043,806.5096568,622,169.5333432
55.6666667,1610.995,793.502629,622,195.492371
55.75,1623.948,781.6559512,622,220.2920488
55.8333333,1636.901,770.3871736,622,244.5138264
55.9166667,1649.854,757.926086,622,269.927914
56,1662.806,743.0298873,622,297.7761127
56.0833333,1675.759,727.2503103,622,326.5086897
56.1666667,1688.712,710.7483833,622,355.9636167
56.25,1701.665,690.1560587,622,389.5089413
56.3333333,1714.617,669.0496722,622,423.5673278
56.4166667,1727.57,645.5815376,622,459.9884624
56.5,1727.57,616.942432,622,488.627568
56.5833333,1741.395,586.7380948,622,532.6569052
56.6666667,1755.219,569.0315274,622,564.1874726
56.75,1769.044,549.6310677,622,597.4129323
56.8333333,1782.868,530.2620611,622,630.6059389
56.9166667,1796.693,495.7178774,622,678.9751226
57,1810.517,476.3465044,622,712.1704956
57.0833333,1824.342,456.9453686,622,745.3966314
57.1666667,1838.166,438.0411837,622,778.1248163
57.25,1851.991,423.8105562,622,806.1804438
57.3333333,1865.815,411.9662533,622,831.8487467
57.4166667,1879.64,400.7111612,622,856.9288388
57.5,1879.64,390.9336777,622,866.7063223
57.5833333,1893.215,380.0965767,622,891.1184233
57.6666667,1906.791,372.1430468,622,912.6479532
57.75,1920.366,364.7916019,622,933.5743981
57.8333333,1933.942,374.6429428,622,937.2990572
57.9166667,1947.517,370.0320871,622,955.4849129
58,1961.093,366.1010402,622,972.9919598
58.0833333,1974.668,341.871664,622,1010.796336
58.1666667,1988.244,314.20631,622,1052.03769
58.25,2001.819,287.149127,622,1092.669873
58.3333333,2015.395,280.864223,622,1112.530777
58.4166667,2028.97,274.700355,622,1132.269645
58.5,2028.97,236.302021,622,1170.667979
58.5833333,2041.549,228.162816,622,1191.386184
58.6666667,2054.128,220.505674,622,1211.622326
58.75,2066.707,194.653211,622,1250.053789
58.8333333,2079.286,188.444284,622,1268.841716
58.9166667,2091.865,164.114408,622,1305.750592
59,2104.445,161.420534,622,1321.024466
59.0833333,2117.024,159.138083,622,1335.885917
59.1666667,2129.603,157.060493,622,1350.542507
59.25,2142.182,135.620624,622,1384.561376
59.3333333,2154.761,115.544797,622,1417.216203
59.4166667,2167.34,134.131322,622,1411.208678
59.5,2167.34,121.710609,622,1423.629391
59.5833333,2175.934,99.508054,622,1454.425946
59.6666667,2184.527,96.764812,622,1465.762188
59.75,2193.121,75.771132,622,1495.349868
59.8333333,2201.715,73.509938,622,1506.205062
59.9166667,2210.308,71.591881,622,1516.716119
60,2218.902,70.229906,622,1526.672094
60.0833333,2227.495,69.101877,622,1536.393123
60.1666667,2236.089,68.653657,622,1545.435343
60.25,2244.683,68.515431,622,1554.167569
60.3333333,2253.276,49.661973,622,1581.614027
60.4166667,2261.87,31.269605,622,1608.600395
60.5,2261.87,43.520278,622,1596.349722
60.5833333,2267.35,41.692604,622,1603.657396
60.6666667,2272.83,40.412236,622,1610.417764
60.75,2278.31,40.501656,622,1615.808344
60.8333333,2283.79,41.144467,622,1620.645533
60.9166667,2289.27,41.771052,622,1625.498948
61,2294.75,43.652486,622,1629.097514
61.0833333,2300.23,45.705989,622,1632.524011
61.1666667,2305.71,48.432892,622,1635.277108
61.25,2311.19,52.399095,622,1636.790905
61.3333333,2316.67,56.329125,622,1638.340875
61.4166667,2322.15,41.375899,622,1658.774101
61.5,2322.15,41.639579,622,1658.510421
61.5833333,2324.516,44.992016,622,1657.523984
61.6666667,2326.883,48.955636,622,1655.927364
61.75,2329.249,53.645407,622,1653.603593
61.8333333,2331.615,58.989647,622,1650.625353
61.9166667,2333.982,65.087053,622,1646.894947
62,2336.348,71.959288,622,1642.388712
62.0833333,2338.715,79.59517,622,1637.11983
62.1666667,2341.081,87.884182,622,1631.196818
62.25,2343.447,97.330347,622,1624.116653
62.3333333,2345.814,144.038977,622,1579.775023
62.4166667,2348.18,154.474959,622,1571.705041
62.5,2348.18,199.989292,622,1526.190708
62.5833333,2353.535,251.341364,622,1480.193636
62.6666667,2358.891,266.78856,622,1470.10244
62.75,2364.246,283.578851,622,1458.667149
62.8333333,2369.602,301.033063,622,1446.568937
62.9166667,2374.957,319.28712,622,1433.66988
63,2380.313,338.070215,622,1420.242785
63.0833333,2385.668,357.453705,622,1406.214295
63.1666667,2391.024,377.354739,622,1391.669261
63.25,2396.379,361.460454,622,1412.918546
63.3333333,2401.735,383.285681,622,1396.449319
63.4166667,2407.09,369.018779,622,1416.071221
63.5,2407.09,350.350185,622,1434.739815
63.5833333,2412.321,374.253836,622,1416.067164
63.6666667,2417.552,398.816012,622,1396.735988
63.75,2422.783,424.08438,622,1376.69862
63.8333333,2428.014,449.777341,622,1356.236659
63.9166667,2433.245,476.275543,622,1334.969457
64,2438.475,503.708811,622,1312.766189
64.0833333,2443.706,532.26406,622,1289.44194
64.1666667,2448.937,561.303737,622,1265.633263
64.25,2454.168,590.955966,622,1241.212034
64.3333333,2459.399,621.271115,622,1216.127885
64.4166667,2464.63,652.169741,622,1190.460259
64.5,2464.63,678.498598,622,1164.131402
64.5833333,2455.538,696.342259,622,1137.195741
64.6666667,2446.446,714.830247,622,1109.615753
64.75,2437.355,734.283698,622,1081.071302
64.8333333,2428.263,754.35208,622,1051.91092
64.9166667,2419.171,775.257479,622,1021.913521
65,2410.079,823.8676078,622,964.2113922
65.0833333,2400.987,866.8836488,622,912.1033512
65.1666667,2391.895,890.7273977,622,879.1676023
65.25,2382.804,915.3628508,622,845.4411492
65.3333333,2373.712,940.9894869,622,810.7225131
65.4166667,2364.62,967.5717967,622,775.0482033
65.5,2364.62,1004.064193,622,738.5558073
65.5833333,2352.165,1028.532267,622,701.6327327
65.6666667,2339.711,1058.831052,622,658.8799481
65.75,2327.256,1084.504959,622,620.7510414
65.8333333,2314.802001,1110.660914,622,582.1410865
65.9166667,2302.347,1118.964651,622,561.3823493
66,2289.893,1125.189522,622,542.7034783
66.0833333,2277.438,1151.666607,622,503.7713934
66.1666667,2264.984,1178.074478,622,464.909522
66.25,2252.529,1204.540035,622,425.9889646
66.3333333,2240.075001,1230.525883,622,387.5491175
66.4166667,2227.62,1255.704475,622,349.9155249
66.5,2227.62,1292.922872,622,312.697128
66.5833333,2222.887,1319.003803,622,281.8831974
66.6666667,2218.155,1349.093207,622,247.0617933
66.75,2213.422,1377.551016,622,213.870984
66.8333333,2208.689,1395.241288,622,191.4477117
66.9166667,2203.956001,1419.514181,622,162.4418195
67,2199.224,1441.370242,622,135.8537577
67.0833333,2194.491,1460.435349,622,112.0556508
67.1666667,2189.758,1476.500419,622,91.25758129
67.25,2185.025,1490.003803,622,73.02119692
67.3333333,2180.293,1501.182277,622,57.11072319
67.4166667,2175.56,1509.630719,622,43.92928058
67.5,2175.56,1520.946956,622,32.61304431
67.5833333,2166.219,1520.654673,622,23.56432692
67.6666667,2156.878,1518.262241,622,16.61575878
67.75,2147.537,1514.231879,622,11.30512111
67.8333333,2138.196,1508.908906,622,7.287093611
67.9166667,2128.855,1502.502727,622,4.352273225
68,2119.515,1495.510259,622,2.004740771
68.0833333,2110.174,1487.876142,622,0.297857786
68.1666667,2100.833,1479.61554,622,-0.782540116
68.25,2091.492,1470.934175,622,-1.442174597
68.3333333,2082.151,1462.111507,622,-1.960506642
68.4166667,2072.81,1452.770507,622,-1.960506642
68.5,2072.81,1452.770507,622,-1.960506642
68.5833333,2056.245,1436.205507,622,-1.960506642
68.6666667,2039.681,1419.641507,622,-1.960506642
68.75,2023.116,1403.076507,622,-1.960506642
68.8333333,2006.552,1386.512507,622,-1.960506642
68.9166667,1989.987,1369.947507,622,-1.960506642
69,1973.423,1353.383507,622,-1.960506642
69.0833333,1956.858,1336.818507,622,-1.960506642
69.1666667,1940.294,1320.254507,622,-1.960506642
69.25,1923.729,1303.689507,622,-1.960506642
69.3333333,1907.165,1287.125507,622,-1.960506642
69.4166667,1890.6,1270.560507,622,-1.960506642
69.5,1890.6,1270.560507,622,-1.960506642
69.5833333,1876.028,1255.988507,622,-1.960506642
69.6666667,1861.456,1241.416507,622,-1.960506642
69.75,1846.885,1226.845507,622,-1.960506642
69.8333333,1832.313,1212.273507,622,-1.960506642
69.9166667,1817.741,1197.701507,622,-1.960506642
70,1803.169,1183.129507,622,-1.960506642
70.0833333,1788.597,1168.557507,622,-1.960506642
70.1666667,1774.025,1153.985507,622,-1.960506642
70.25,1759.454,1139.414507,622,-1.960506642
70.3333333,1744.882,1124.842507,622,-1.960506642
70.4166667,1730.31,1110.270507,622,-1.960506642
70.5,1730.31,1110.270507,622,-1.960506642
70.5833333,1718.603,1098.563507,622,-1.960506642
70.6666667,1706.895,1086.855507,622,-1.960506642
70.75,1695.188,1075.148507,622,-1.960506642
70.8333333,1683.481,1063.441507,622,-1.960506642
70.9166667,1671.774,1051.734507,622,-1.960506642
71,1660.066,1040.026507,622,-1.960506642
71.0833333,1648.359,1028.319507,622,-1.960506642
71.1666667,1636.652,1016.612507,622,-1.960506642
71.25,1624.945,1004.905507,622,-1.960506642
71.3333333,1613.237,993.1975066,622,-1.960506642
71.4166667,1601.53,981.4905066,622,-1.960506642
71.5,1601.53,981.4905066,622,-1.960506642
71.5833333,1589.325,969.2855066,622,-1.960506642
71.6666667,1577.119,957.0795066,622,-1.960506642
71.75,1564.914,944.8745066,622,-1.960506642
71.8333333,1552.708,932.6685066,622,-1.960506642
71.9166667,1540.503,920.4635066,622,-1.960506642
