time_hrs,demand,fossil_fuel,nuclear,solar
8.41666667,1841.28,697.5144265,622,521.7655735
8.5,1841.28,654.597957,622,564.682043
8.58333333,1854.98,626.3054518,622,606.6745482
8.66666667,1868.68,593.604746,622,653.075254
8.75,1882.38,560.8580652,622,699.5219348
8.83333333,1896.08,527.8902981,622,746.1897019
8.91666667,1909.78,496.5674931,622,791.2125069
9,1923.48,464.6879161,622,836.7920839
9.08333333,1937.18,433.3167696,622,881.8632304
9.16666667,1950.88,412.820086,622,916.059914
9.25,1964.58,393.2567645,622,949.3232355
9.33333333,1978.28,374.4581171,622,981.8218829
9.41666667,1991.98,356.36228,622,1013.61772
9.5,1991.98,325.653619,622,1044.326381
9.58333333,2005.182,309.041782,622,1074.140218
9.66666667,2018.384,293.130389,622,1103.253611
9.75,2031.585,277.715271,622,1131.869729
9.83333333,2044.787,262.901872,622,1159.885128
9.91666667,2057.989,248.414693,622,1187.574307
10,2071.191,234.638776,622,1214.552224
10.08333333,2084.393,221.485889,622,1240.907111
10.16666667,2097.595,209.179485,622,1266.415515
10.25,2110.796,197.374088,622,1291.421912
10.33333333,2123.998,186.442542,622,1315.555458
10.41666667,2137.2,176.092784,622,1339.107216
10.5,2137.2,153.209693,622,1361.990307
10.58333333,2148.285,142.174248,622,1384.110752
10.66666667,2159.369,131.713844,622,1405.655156
10.75,2170.454,122.024522,622,1426.429478
10.83333333,2181.538,113.148907,622,1446.389093
10.91666667,2192.623,105.083588,622,1465.539412
11,2203.707,97.81203,622,1483.89497
11.08333333,2214.792,91.04348,622,1501.74852
11.16666667,2225.876,85.356373,622,1518.519627
11.25,2236.961,80.264561,622,1534.696439
11.33333333,2248.045,75.876926,622,1550.168074
11.41666667,2259.13,72.450022,622,1564.679978
11.5,2259.13,58.509088,622,1578.620912
11.58333333,2270.215,56.781909,622,1591.433091
11.66666667,2281.299,55.890749,622,1603.408251
11.75,2292.384,55.862959,622,1614.521041
11.83333333,2303.468,56.42069,622,1625.04731
11.91666667,2314.553,57.821509,622,1634.731491
12,2325.637,60.288896,622,1643.348104
12.08333333,2336.722,63.367806,622,1651.354194
12.16666667,2347.806,67.376374,622,1658.429626
12.25,2358.891,72.093485,622,1664.797515
12.33333333,2369.975,77.502602,622,1670.472398
12.41666667,2381.06,83.729792,622,1675.330208
12.5,2381.06,79.427064,622,1679.632936
12.58333333,2391.148,85.765389,622,1683.382611
12.66666667,2401.236,92.632766,622,1686.603234
12.75,2411.325,100.719821,622,1688.605179
12.83333333,2421.413,109.467106,622,1689.945894
12.91666667,2431.501,118.375642,622,1691.125358
13,2441.589,127.913293,622,1691.675707
13.08333333,2451.677,137.826182,622,1691.850818
13.16666667,2461.765,148.607865,622,1691.157135
13.25,2471.854,160.597056,622,1689.256944
13.33333333,2481.942,173.073395,622,1686.868605
13.41666667,2492.03,186.15789,622,1683.87211
13.5,2492.03,189.872069,622,1680.157931
13.58333333,2498.506,200.669728,622,1675.836272
13.66666667,2504.983,211.399763,622,1671.583237
13.75,2511.459,222.605451,622,1666.853549
13.83333333,2517.935,234.42031,622,1661.51469
13.91666667,2524.412,246.964332,622,1655.447668
14,2530.888,259.999221,622,1648.888779
14.08333333,2537.365,273.405953,622,1641.959047
14.16666667,2543.841,286.510142,622,1635.330858
14.25,2550.317,300.36616,622,1627.95084
14.33333333,2556.794,314.860067,622,1619.933933
14.41666667,2563.27,329.884731,622,1611.385269
14.5,2563.27,338.967517,622,1602.302483
14.58333333,2564.142,349.815776,622,1592.326224
14.66666667,2565.014,361.315798,622,1581.698202
14.75,2565.885,416.613539,622,1527.271461
14.83333333,2566.757,429.432304,622,1515.324696
14.91666667,2567.629,443.161105,622,1502.467895
15,2568.501,496.733075,622,1449.767925
15.08333333,2569.373,544.035529,622,1403.337471
15.16666667,2570.245,585.09416,622,1363.15084
15.25,2571.116,623.875009,622,1325.240991
15.33333333,2571.988,641.368021,622,1308.619979
15.41666667,2572.86,659.475274,622,1291.384726
15.5,2572.86,712.942622,622,1237.917378
15.58333333,2568.376,753.873906,622,1192.502094
15.66666667,2563.893,725.506167,622,1216.386833
15.75,2559.409,740.926342,622,1196.482658
15.83333333,2554.925,757.305233,622,1175.619767
15.91666667,2550.442,735.214784,622,1193.227216
16,2545.958,721.030039,622,1202.927961
16.08333333,2541.475,714.464637,622,1205.010363
16.16666667,2536.991,711.535001,622,1203.455999
16.25,2532.507,731.341403,622,1179.165597
16.33333333,2528.024,752.027403,622,1153.996597
16.41666667,2523.54,737.769638,622,1163.770362
16.5,2523.54,737.450855,622,1164.089145
16.58333333,2513.576,754.755497,622,1136.820503
16.66666667,2503.613,772.621629,622,1108.991371
16.75,2493.649,790.902228,622,1080.746772
16.83333333,2483.685,809.934317,622,1051.750683
16.91666667,2473.722,829.738164,622,1021.983836
17,2463.758,850.4973618,622,991.2606382
17.08333333,2453.795,885.9783799,622,945.8166201
17.16666667,2443.831,925.2618232,622,896.5691768
17.25,2433.867,969.7036048,622,842.1633952
17.33333333,2423.904,998.3492076,622,803.5547924
17.41666667,2413.94,1025.213289,622,766.7267106
17.5,2413.94,1063.633597,622,728.3064029
17.58333333,2402.108,1090.709376,622,689.3986239
17.66666667,2390.276,1117.769605,622,650.5063954
17.75,2378.445,1144.940362,622,611.5046379
17.83333333,2366.613,1172.65506,622,571.9579403
17.91666667,2354.781001,1202.339926,622,530.4410745
18,2342.949,1219.348206,622,501.6007941
18.08333333,2331.117,1230.765475,622,478.3515251
18.16666667,2319.285,1237.791818,622,459.4931821
18.25,2307.454,1260.854464,622,424.5995363
18.33333333,2295.622,1285.893039,622,387.7289613
18.41666667,2283.79,1309.46014,622,352.3298598
18.5,2283.79,1344.248922,622,317.5410778
18.58333333,2277.687,1372.517615,622,283.1693846
18.66666667,2271.585001,1400.023345,622,249.5616555
18.75,2265.482,1425.03406,622,218.4479403
18.83333333,2259.379,1446.335125,622,191.0438746
18.91666667,2253.276,1464.584053,622,166.6919469
19,2247.174001,1483.297417,622,141.8765835
19.08333333,2241.071,1499.430594,622,119.6404061
19.16666667,2234.968,1513.507369,622,99.4606307
19.25,2228.865,1525.750698,622,81.11430162
19.33333333,2222.763,1535.587582,622,65.17541799
19.41666667,2216.66,1543.350642,622,51.30935816
19.5,2216.66,1555.043705,622,39.61629511
19.58333333,2206.323,1554.132418,622,30.19058191
19.66666667,2195.985,1552.005713,622,21.97928742
19.75,2185.648,1548.271758,622,15.37624241
19.83333333,2175.311,1543.121195,622,10.18980512
19.91666667,2164.974,1536.727614,622,6.246385741
20,2154.636,1529.599613,622,3.03638749
20.08333333,2144.299,1521.662533,622,0.636467087
20.16666667,2133.962,1512.698302,622,-0.736302014
20.25,2123.625,1503.279499,622,-1.654499094
20.33333333,2113.287,1493.247507,622,-1.960506642
20.41666667,2102.95,1482.910507,622,-1.960506642
20.5,2102.95,1482.910507,622,-1.960506642
20.58333333,2084.766,1464.726507,622,-1.960506642
20.66666667,2066.583,1446.543507,622,-1.960506642
20.75,2048.399,1428.359507,622,-1.960506642
20.83333333,2030.215,1410.175507,622,-1.960506642
20.91666667,2012.032,1391.992507,622,-1.960506642
21,1993.848,1373.808507,622,-1.960506642
21.08333333,1975.665,1355.625507,622,-1.960506642
21.16666667,1957.481,1337.441507,622,-1.960506642
21.25,1939.297,1319.257507,622,-1.960506642
21.33333333,1921.114,1301.074507,622,-1.960506642
21.41666667,1902.93,1282.890507,622,-1.960506642
21.5,1902.93,1282.890507,622,-1.960506642
21.58333333,1886.739,1266.699507,622,-1.960506642
21.66666667,1870.548,1250.508507,622,-1.960506642
21.75,1854.357,1234.317507,622,-1.960506642
21.83333333,1838.166,1218.126507,622,-1.960506642
21.91666667,1821.975,1201.935507,622,-1.960506642
22,1805.785,1185.745507,622,-1.960506642
22.08333333,1789.594,1169.554507,622,-1.960506642
22.16666667,1773.403,1153.363507,622,-1.960506642
22.25,1757.212,1137.172507,622,-1.960506642
22.33333333,1741.021,1120.981507,622,-1.960506642
22.41666667,1724.83,1104.790507,622,-1.960506642
22.5,1724.83,1104.790507,622,-1.960506642
22.58333333,1712.5,1092.460507,622,-1.960506642
22.66666667,1700.17,1080.130507,622,-1.960506642
22.75,1687.84,1067.800507,622,-1.960506642
22.83333333,1675.51,1055.470507,622,-1.960506642
22.91666667,1663.18,1043.140507,622,-1.960506642
23,1650.85,1030.810507,622,-1.960506642
23.08333333,1638.52,1018.480507,622,-1.960506642
23.16666667,1626.19,1006.150507,622,-1.960506642
23.25,1613.86,993.8205066,622,-1.960506642
23.33333333,1601.53,981.4905066,622,-1.960506642
23.41666667,1589.2,969.1605066,622,-1.960506642
23.5,1589.2,969.1605066,622,-1.960506642
23.58333333,1579.61,959.5705066,622,-1.960506642
23.66666667,1570.02,949.9805066,622,-1.960506642
23.75,1560.43,940.3905066,622,-1.960506642
23.83333333,1550.84,930.8005066,622,-1.960506642
23.91666667,1541.25,921.2105066,622,-1.960506642
24,1531.66,911.6205066,622,-1.960506642
24.08333333,1522.07,902.0305066,622,-1.960506642
24.16666667,1512.48,892.4405066,622,-1.960506642
24.25,1502.89,882.8505066,622,-1.960506642
24.33333333,1493.3,873.2605066,622,-1.960506642
24.41666667,1483.71,863.6705066,622,-1.960506642
24.5,1483.71,863.6705066,622,-1.960506642
24.58333333,1478.728,858.6885066,622,-1.960506642
24.66666667,1473.746,853.7065066,622,-1.960506642
24.75,1468.765,848.7255066,622,-1.960506642
24.83333333,1463.783,843.7435066,622,-1.960506642
24.91666667,1458.801,838.7615066,622,-1.960506642
25,1453.819,833.7795066,622,-1.960506642
25.08333333,1448.837,828.7975066,622,-1.960506642
25.16666667,1443.855,823.8155066,622,-1.960506642
25.25,1438.874,818.8345066,622,-1.960506642
25.33333333,1433.892,813.8525066,622,-1.960506642
25.41666667,1428.91,808.8705066,622,-1.960506642
25.5,1428.91,808.8705066,622,-1.960506642
25.58333333,1424.177,804.1375066,622,-1.960506642
25.66666667,1419.445,799.4055066,622,-1.960506642
25.75,1414.712,794.6725066,622,-1.960506642
25.83333333,1409.979,789.9395066,622,-1.960506642
25.91666667,1405.246,785.2065066,622,-1.960506642
26,1400.514,780.4745066,622,-1.960506642
26.08333333,1395.781,775.7415066,622,-1.960506642
26.16666667,1391.048,771.0085066,622,-1.960506642
26.25,1386.315,766.2755066,622,-1.960506642
26.33333333,1381.583,761.5435066,622,-1.960506642
26.41666667,1376.85,756.8105066,622,-1.960506642
26.5,1376.85,756.8105066,622,-1.960506642
26.58333333,1375.854,755.8145066,622,-1.960506642
26.66666667,1374.857,754.8175066,622,-1.960506642
26.75,1373.861,753.8215066,622,-1.960506642
26.83333333,1372.865,752.8255066,622,-1.960506642
26.91666667,1371.868,751.8285066,622,-1.960506642
27,1370.872,750.8325066,622,-1.960506642
27.08333333,1369.875,749.8355066,622,-1.960506642
27.16666667,1368.879,748.8395066,622,-1.960506642
27.25,1367.883,747.8435066,622,-1.960506642
27.33333333,1366.886,746.8465066,622,-1.960506642
27.41666667,1365.89,745.8505066,622,-1.960506642
27.5,1365.89,745.8505066,622,-1.960506642
27.58333333,1368.755,748.7155066,622,-1.960506642
27.66666667,1371.619,751.5795066,622,-1.960506642
27.75,1374.484,754.4445066,622,-1.960506642
27.83333333,1377.348,757.3085066,622,-1.960506642
27.91666667,1380.213,760.1735066,622,-1.960506642
28,1383.077,763.0375066,622,-1.960506642
28.0833333,1385.942,765.9025066,622,-1.960506642
28.1666667,1388.806,768.7665066,622,-1.960506642
28.25,1391.671,771.6315066,622,-1.960506642
28.3333333,1394.535,774.4955066,622,-1.960506642
28.4166667,1397.4,777.3605066,622,-1.960506642
28.5,1397.4,777.3605066,622,-1.960506642
28.5833333,1401.635,781.5955066,622,-1.960506642
28.6666667,1405.869,785.8295066,622,-1.960506642
28.75,1410.104,790.0645066,622,-1.960506642
28.8333333,1414.338,794.2985066,622,-1.960506642
28.9166667,1418.573,798.5335066,622,-1.960506642
29,1422.807,802.7675066,622,-1.960506642
29.0833333,1427.042,807.0025066,622,-1.960506642
29.1666667,1431.276,811.2365066,622,-1.960506642
29.25,1435.511,815.4715066,622,-1.960506642
29.3333333,1439.745,819.7055066,622,-1.960506642
29.4166667,1443.98,823.9405066,622,-1.960506642
29.5,1443.98,823.9405066,622,-1.960506642
29.5833333,1451.079,831.0395066,622,-1.960506642
29.6666667,1458.178,838.1385066,622,-1.960506642
29.75,1465.277,845.2375066,622,-1.960506642
29.8333333,1472.376,852.3365066,622,-1.960506642
29.9166667,1479.475,859.4355066,622,-1.960506642
30,1486.575,866.5355066,622,-1.960506642
30.0833333,1493.674,873.1252696,622,-1.451269553
30.1666667,1500.773,879.1668153,622,-0.393815253
30.25,1507.872,885.0980478,622,0.773952238
30.3333333,1514.971,890.4660042,622,2.504995813
30.4166667,1522.07,895.0750334,622,4.994966558
30.5,1522.07,892.1327049,622,7.937295083
30.5833333,1533.902,900.1932865,622,11.70871351
30.6666667,1545.734,907.2414694,622,16.49253064
30.75,1557.565,912.8922262,622,22.67277377
30.8333333,1569.397,916.786754,622,30.61024599
30.9166667,1581.229,918.582451,622,40.64654905
31,1593.061,918.4705485,622,52.59045155
31.0833333,1604.893,916.3730606,622,66.51993944
31.1666667,1616.725,911.4691378,622,83.25586225
31.25,1628.556,904.0528725,622,102.5031275
31.3333333,1640.388,894.2207708,622,124.1672292
31.4166667,1652.22,881.5673632,622,148.6526368
31.5,1652.22,854.4480727,622,175.7719273
31.5833333,1666.169,838.7194369,622,205.4495631
31.6666667,1680.118,820.7433626,622,237.3746374
31.75,1694.067,800.7883646,622,271.2786354
31.8333333,1708.016,779.2065242,622,306.8094758
31.9166667,1721.965,756.4825069,622,343.4824931
32,1735.915,732.5155589,622,381.3994411
32.0833333,1749.864,707.8830341,622,419.9809659
32.1666667,1763.813,682.6264988,622,459.1865012
32.25,1777.762,656.9958411,622,498.7661589
32.3333333,1791.711,631.0774672,622,538.6335328
32.4166667,1805.66,605.0437837,622,578.6162163
32.5,1805.66,565.1384128,622,618.5215872
32.5833333,1822.972,542.8127791,622,658.1592209
32.6666667,1840.284,521.0104503,622,697.2735497
32.75,1857.595,499.741582,622,735.853418
32.8333333,1874.907,479.0957297,622,773.8112703
32.9166667,1892.219,459.6834298,622,810.5355702
33,1909.531,441.0412128,622,846.4897872
33.0833333,1926.843,423.3982782,622,881.4447218
33.1666667,1944.155,406.7607107,622,915.3942893
33.25,1961.466,390.9868808,622,948.4791192
33.3333333,1978.778,376.3583575,622,980.4196425
33.4166667,1996.09,362.657449,622,1011.432551
33.5,1996.09,332.750648,622,1041.339352
33.5833333,2010.288,318.000901,622,1070.287099
33.6666667,2024.486,304.116229,622,1098.369771
33.75,2038.685,291.032727,622,1125.652273
33.8333333,2052.883,278.255176,622,1152.627824
33.9166667,2067.081,266.169957,622,1178.911043
34,2081.279,254.907556,622,1204.371444
34.0833333,2095.477,244.36622,622,1229.11078
34.1666667,2109.675,234.666973,622,1253.008027
34.25,2123.874,225.687086,622,1276.186914
34.3333333,2138.072,217.473916,622,1298.598084
34.4166667,2152.27,209.899327,622,1320.370673
34.5,2152.27,189.033731,622,1341.236269
34.5833333,2165.596,182.603961,622,1360.992039
34.6666667,2178.923,176.455436,622,1380.467564
34.75,2192.249,171.138534,622,1399.110466
34.8333333,2205.575,166.718484,622,1416.856516
34.9166667,2218.902,162.883927,622,1434.018073
35,2232.228,159.759293,622,1450.468707
35.0833333,2245.555,157.310073,622,1466.244927
35.1666667,2258.881,156.365876,622,1480.515124
35.25,2272.207,156.167422,622,1494.039578
35.3333333,2285.534,199.544219,622,1463.989781
35.4166667,2298.86,243.404107,622,1433.455893
35.5,2298.86,231.805199,622,1445.054801
35.5833333,2304.091,226.676927,622,1455.414073
35.6666667,2309.322,222.022605,622,1465.299395
35.75,2314.553,218.069741,622,1474.483259
35.8333333,2319.784,214.794334,622,1482.989666
35.9166667,2325.015,211.422582,622,1491.592418
36,2330.245,208.72323,622,1499.52177
36.0833333,2335.476,205.74328,622,1507.73272
36.1666667,2340.707,203.882959,622,1514.824041
36.25,2345.938,159.90573,622,1564.03227
36.3333333,2351.169,116.432198,622,1612.736802
36.4166667,2356.4,116.250645,622,1618.149355
36.5,2356.4,111.179862,622,1623.220138
36.5833333,2372.217,122.884119,622,1627.332881
36.6666667,2388.035,134.881791,622,1631.153209
36.75,2403.852,147.454166,622,1634.397834
36.8333333,2419.669,161.237444,622,1636.431556
36.9166667,2435.486,175.570057,622,1637.915943
37,2451.304,190.330968,622,1638.973032
37.0833333,2467.121,206.056018,622,1639.064982
37.1666667,2482.938,222.376715,622,1638.561285
37.25,2498.755,239.223084,622,1637.531916
37.3333333,2514.573,297.628899,622,1594.944101
37.4166667,2530.39,356.685817,622,1551.704183
37.5,2530.39,409.862103,622,1498.527897
37.5833333,2537.115,451.939249,622,1463.175751
37.6666667,2543.841,491.857918,622,1429.983082
37.75,2550.566,533.045648,622,1395.520352
37.8333333,2557.292,545.302858,622,1389.989142
37.9166667,2564.017,558.124968,622,1383.892032
38,2570.743,612.898664,622,1335.844336
38.0833333,2577.468,661.88492,622,1293.58308
38.1666667,2584.194,675.893917,622,1286.300083
38.25,2590.919,649.322466,622,1319.596534
38.3333333,2597.645,623.34124,622,1352.30376
38.4166667,2604.37,588.392857,622,1393.977143
38.5,2604.37,565.831253,622,1416.538747
38.5833333,2606.487,548.807062,622,1435.679938
38.6666667,2608.605,532.336248,622,1454.268752
38.75,2610.722,545.920993,622,1442.801007
38.8333333,2612.839,560.900202,622,1429.938798
38.9166667,2614.956,534.258088,622,1458.697912
39,2617.074,514.509182,622,1480.564818
39.0833333,2619.191,531.66511,622,1465.52589
39.1666667,2621.308,549.302086,622,1450.005914
39.25,2623.425,567.625308,622,1433.799692
39.3333333,2625.543,586.629015,622,1416.913985
39.4166667,2627.66,606.411947,622,1399.248053
39.5,2627.66,625.214072,622,1380.445928
39.5833333,2623.425,639.665921,622,1361.759079
39.6666667,2619.191,654.908122,622,1342.282878
39.75,2614.956,670.263246,622,1322.692754
39.8333333,2610.722,686.703842,622,1302.018158
39.9166667,2606.487,703.695139,622,1280.791861
40,2602.253,720.802374,622,1259.450626
40.0833333,2598.018,739.021477,622,1236.996523
40.1666667,2593.784,777.747487,622,1194.036513
40.25,2589.549,797.18324,622,1170.36576
40.3333333,2585.315,817.215978,622,1146.099022
40.4166667,2581.08,837.56312,622,1121.51688
40.5,2581.08,863.000871,622,1096.079129
40.5833333,2573.358,881.347766,622,1070.010234
40.6666667,2565.636,900.30214,622,1043.33386
40.75,2557.915,919.530323,622,1016.384677
40.8333333,2550.193,939.479585,622,988.713415
40.9166667,2542.471,960.3632234,622,960.1077766
41,2534.749,981.9489962,622,930.8000038
41.0833333,2527.027,984.5325173,622,920.4944827
41.1666667,2519.305,1008.045864,622,889.2591363
41.25,2511.584,1032.360718,622,857.2232823
41.3333333,2503.862001,1057.450064,622,824.4119365
41.4166667,2496.14,1083.408203,622,790.7317967
41.5,2496.14,1117.913529,622,756.2264714
41.5833333,2485.18,1141.717802,622,721.4621982
41.6666667,2474.22,1166.262409,622,685.9575906
41.75,2463.26,1191.399622,622,649.8603776
41.8333333,2452.3,1216.877592,622,613.422408
41.9166667,2441.34,1242.489768,622,576.8502316
42,2430.38,1268.379824,622,540.0001764
42.0833333,2419.42,1294.184318,622,503.2356821
42.1666667,2408.46,1319.92296,622,466.5370404
42.25,2397.500001,1345.367564,622,430.1324365
42.3333333,2386.54,1370.397715,622,394.1422846
42.4166667,2375.58,1396.681263,622,356.8987366
42.5,2375.58,1432.872725,622,320.7072746
42.5833333,2371.096,1462.98644,622,286.1095597
42.6666667,2366.613001,1491.321818,622,253.2911825
42.75,2362.129,1517.75455,622,222.3744503
42.8333333,2357.645,1542.164614,622,193.4803857
42.9166667,2353.162001,1564.446559,622,166.7154415
43,2348.678,1584.7047,622,141.9733002
43.0833333,2344.195,1602.787221,622,119.4077789
43.1666667,2339.711,1618.717084,622,98.99391584
43.25,2335.227,1632.546118,622,80.68088152
43.3333333,2330.744,1642.301211,622,66.44278917
43.4166667,2326.26,1651.166696,622,53.09330419
43.5,2326.26,1662.65064,622,41.60936023
43.5833333,2313.681,1659.941215,622,31.73978451
43.6666667,2301.102,1655.649132,622,23.45286774
43.75,2288.523,1650.027591,622,16.49540882
43.8333333,2275.944,1643.101236,622,10.84276375
43.9166667,2263.365,1634.965601,622,6.399398979
44,2250.785,1625.835265,622,2.949735247
44.0833333,2238.206,1615.702478,622,0.503521978
44.1666667,2225.627,1604.651376,622,-1.024375893
44.25,2213.048,1593.008507,622,-1.960506642
44.3333333,2200.469,1580.429507,622,-1.960506642
44.4166667,2187.89,1567.850507,622,-1.960506642
44.5,2187.89,1567.850507,622,-1.960506642
44.5833333,2170.827,1550.787507,622,-1.960506642
44.6666667,2153.765,1533.725507,622,-1.960506642
44.75,2136.702,1516.662507,622,-1.960506642
44.8333333,2119.639,1499.599507,622,-1.960506642
44.9166667,2102.576,1482.536507,622,-1.960506642
45,2085.514,1465.474507,622,-1.960506642
45.0833333,2068.451,1448.411507,622,-1.960506642
45.1666667,2051.388,1431.348507,622,-1.960506642
45.25,2034.325,1414.285507,622,-1.960506642
45.3333333,2017.263,1397.223507,622,-1.960506642
45.4166667,2000.2,1380.160507,622,-1.960506642
45.5,2000.2,1380.160507,622,-1.960506642
45.5833333,1982.016,1361.976507,622,-1.960506642
45.6666667,1963.833,1343.793507,622,-1.960506642
45.75,1945.649,1325.609507,622,-1.960506642
45.8333333,1927.465,1307.425507,622,-1.960506642
45.9166667,1909.282,1289.242507,622,-1.960506642
46,1891.098,1271.058507,622,-1.960506642
46.0833333,1872.915,1252.875507,622,-1.960506642
46.1666667,1854.731,1234.691507,622,-1.960506642
46.25,1836.547,1216.507507,622,-1.960506642
46.3333333,1818.364,1198.324507,622,-1.960506642
46.4166667,1800.18,1180.140507,622,-1.960506642
46.5,1800.18,1180.140507,622,-1.960506642
46.5833333,1788.224,1168.184507,622,-1.960506642
46.6666667,1776.267,1156.227507,622,-1.960506642
46.75,1764.311,1144.271507,622,-1.960506642
46.8333333,1752.355,1132.315507,622,-1.960506642
46.9166667,1740.398,1120.358507,622,-1.960506642
47,1728.442,1108.402507,622,-1.960506642
47.0833333,1716.485,1096.445507,622,-1.960506642
47.1666667,1704.529,1084.489507,622,-1.960506642
47.25,1692.573,1072.533507,622,-1.960506642
47.3333333,1680.616,1060.576507,622,-1.960506642
47.4166667,1668.66,1048.620507,622,-1.960506642
47.5,1668.66,1048.620507,622,-1.960506642
47.5833333,1661.187,1041.147507,622,-1.960506642
47.6666667,1653.715,1033.675507,622,-1.960506642
47.75,1646.242,1026.202507,622,-1.960506642
47.8333333,1638.769,1018.729507,622,-1.960506642
