SE_id,SE_type,lon,lat,node_id,SE_group,location_type
300299076,L2_17280,-93.1,45.2,DESTINATION,0,O
300343973,L2_17280,-93.1,45.2,DESTINATION,0,O
300344584,L2_17280,-93.1,45.2,DESTINATION,0,O
300345859,L2_17280,-93.1,45.2,DESTINATION,0,O
300346176,L2_17280,-93.1,45.2,DESTINATION,0,O
300348089,L2_17280,-93.1,45.2,DESTINATION,0,O
300348312,L2_17280,-93.1,45.2,DESTINATION,0,O
300350609,L2_17280,-93.1,45.2,DESTINATION,0,O
300351469,L2_17280,-93.1,45.2,DESTINATION,0,O
300354829,L2_17280,-93.1,45.2,DESTINATION,0,O
300355505,L2_17280,-93.1,45.2,DESTINATION,0,O
300356089,L2_17280,-93.1,45.2,DESTINATION,0,O
300357188,L2_17280,-93.1,45.2,DESTINATION,0,O
300357599,L2_17280,-93.1,45.2,DESTINATION,0,O
300459004,L2_17280,-93.1,45.2,DESTINATION,0,O
300459475,L2_17280,-93.1,45.2,DESTINATION,0,O
300459630,L2_17280,-93.1,45.2,DESTINATION,0,O
300460312,L2_17280,-93.1,45.2,DESTINATION,0,O
300460551,L2_17280,-93.1,45.2,DESTINATION,0,O
300461434,L2_17280,-93.1,45.2,DESTINATION,0,O
300461889,L2_17280,-93.1,45.2,DESTINATION,0,O
300462564,L2_17280,-93.1,45.2,DESTINATION,0,O
300462900,L2_17280,-93.1,45.2,DESTINATION,0,O
300463675,L2_17280,-93.1,45.2,DESTINATION,0,O
300466826,L2_17280,-93.1,45.2,DESTINATION,0,O
300467356,L2_17280,-93.1,45.2,DESTINATION,0,O
300468060,L2_17280,-93.1,45.2,DESTINATION,0,O
300468314,L2_17280,-93.1,45.2,DESTINATION,0,O
300468535,L2_17280,-93.1,45.2,DESTINATION,0,O
300470423,L2_17280,-93.1,45.2,DESTINATION,0,O
300470704,L2_17280,-93.1,45.2,DESTINATION,0,O
300470820,L2_17280,-93.1,45.2,DESTINATION,0,O
300471541,L2_17280,-93.1,45.2,DESTINATION,0,O
300471723,L2_17280,-93.1,45.2,DESTINATION,0,O
300472557,L2_17280,-93.1,45.2,DESTINATION,0,O
300472992,L2_17280,-93.1,45.2,DESTINATION,0,O
300533386,L2_17280,-93.1,45.2,DESTINATION,0,O
300536143,L2_17280,-93.1,45.2,DESTINATION,0,O
300536404,L2_17280,-93.1,45.2,DESTINATION,0,O
300536932,L2_17280,-93.1,45.2,DESTINATION,0,O
300570426,L2_17280,-93.1,45.2,DESTINATION,0,O
300570903,L2_17280,-93.1,45.2,DESTINATION,0,O
300571161,L2_17280,-93.1,45.2,DESTINATION,0,O
300571202,L2_17280,-93.1,45.2,DESTINATION,0,O
300572321,L2_17280,-93.1,45.2,DESTINATION,0,O
300573674,L2_17280,-93.1,45.2,DESTINATION,0,O
300574010,L2_17280,-93.1,45.2,DESTINATION,0,O
300574333,L2_17280,-93.1,45.2,DESTINATION,0,O
300574472,L2_17280,-93.1,45.2,DESTINATION,0,O
300576150,L2_17280,-93.1,45.2,DESTINATION,0,O
300576315,L2_17280,-93.1,45.2,DESTINATION,0,O
300577254,L2_17280,-93.1,45.2,DESTINATION,0,O
300578174,L2_17280,-93.1,45.2,DESTINATION,0,O
300578265,L2_17280,-93.1,45.2,DESTINATION,0,O
300578552,L2_17280,-93.1,45.2,DESTINATION,0,O
300673321,L2_17280,-93.1,45.2,DESTINATION,0,O
300673549,L2_17280,-93.1,45.2,DESTINATION,0,O
300673571,L2_17280,-93.1,45.2,DESTINATION,0,O
300673912,L2_17280,-93.1,45.2,DESTINATION,0,O
300674352,L2_17280,-93.1,45.2,DESTINATION,0,O
300675491,L2_17280,-93.1,45.2,DESTINATION,0,O
300675962,L2_17280,-93.1,45.2,DESTINATION,0,O
300676529,L2_17280,-93.1,45.2,DESTINATION,0,O
300677472,L2_17280,-93.1,45.2,DESTINATION,0,O
300677683,L2_17280,-93.1,45.2,DESTINATION,0,O
300678215,L2_17280,-93.1,45.2,DESTINATION,0,O
300680182,L2_17280,-93.1,45.2,DESTINATION,0,O
300680454,L2_17280,-93.1,45.2,DESTINATION,0,O
300682263,L2_17280,-93.1,45.2,DESTINATION,0,O
300683272,L2_17280,-93.1,45.2,DESTINATION,0,O
300683986,L2_17280,-93.1,45.2,DESTINATION,0,O
300689531,L2_17280,-93.1,45.2,DESTINATION,0,O
300690867,L2_17280,-93.1,45.2,DESTINATION,0,O
300691779,L2_17280,-93.1,45.2,DESTINATION,0,O
300694446,L2_17280,-93.1,45.2,DESTINATION,0,O
300694808,L2_17280,-93.1,45.2,DESTINATION,0,O
300698224,L2_17280,-93.1,45.2,DESTINATION,0,O
300699964,L2_17280,-93.1,45.2,DESTINATION,0,O
300700079,L2_17280,-93.1,45.2,DESTINATION,0,O
300792585,L2_17280,-93.1,45.2,DESTINATION,0,O
300793442,L2_17280,-93.1,45.2,DESTINATION,0,O
300794571,L2_17280,-93.1,45.2,DESTINATION,0,O
300795968,L2_17280,-93.1,45.2,DESTINATION,0,O
300832908,L2_17280,-93.1,45.2,DESTINATION,0,O
300835271,L2_17280,-93.1,45.2,DESTINATION,0,O
300836223,L2_17280,-93.1,45.2,DESTINATION,0,O
300837884,L2_17280,-93.1,45.2,DESTINATION,0,O
300838185,L2_17280,-93.1,45.2,DESTINATION,0,O
300839831,L2_17280,-93.1,45.2,DESTINATION,0,O
300878075,L2_17280,-93.1,45.2,DESTINATION,0,O
300931977,L2_17280,-93.1,45.2,DESTINATION,0,O
300933088,L2_17280,-93.1,45.2,DESTINATION,0,O
300933363,L2_17280,-93.1,45.2,DESTINATION,0,O
300935673,L2_17280,-93.1,45.2,DESTINATION,0,O
300937920,L2_17280,-93.1,45.2,DESTINATION,0,O
300938330,L2_17280,-93.1,45.2,DESTINATION,0,O
300940428,L2_17280,-93.1,45.2,DESTINATION,0,O
300941673,L2_17280,-93.1,45.2,DESTINATION,0,O
300942867,L2_17280,-93.1,45.2,DESTINATION,0,O
300945984,L2_17280,-93.1,45.2,DESTINATION,0,O
300947775,L2_17280,-93.1,45.2,DESTINATION,0,O
300949214,L2_17280,-93.1,45.2,DESTINATION,0,O
301009109,L2_17280,-93.1,45.2,DESTINATION,0,O
301009577,L2_17280,-93.1,45.2,DESTINATION,0,O
301019909,L2_17280,-93.1,45.2,DESTINATION,0,O
301020440,L2_17280,-93.1,45.2,DESTINATION,0,O
