SE_id,SE_type,lon,lat,node_id,SE_group,location_type
100244147,L2_17280,-93.1,45.2,HOME,0,H
100244967,L2_17280,-93.1,45.2,HOME,0,H
100245932,L2_17280,-93.1,45.2,HOME,0,H
100247152,L2_17280,-93.1,45.2,HOME,0,H
100247418,L2_17280,-93.1,45.2,HOME,0,H
100250453,L2_17280,-93.1,45.2,HOME,0,H
100251592,L2_17280,-93.1,45.2,HOME,0,H
100253142,L2_17280,-93.1,45.2,HOME,0,H
100253416,L2_17280,-93.1,45.2,HOME,0,H
100253764,L2_17280,-93.1,45.2,HOME,0,H
100254398,L2_17280,-93.1,45.2,HOME,0,H
100255203,L2_17280,-93.1,45.2,HOME,0,H
100255625,L2_17280,-93.1,45.2,HOME,0,H
100255986,L2_17280,-93.1,45.2,HOME,0,H
100257040,L2_17280,-93.1,45.2,HOME,0,H
100257381,L2_17280,-93.1,45.2,HOME,0,H
100257615,L2_17280,-93.1,45.2,HOME,0,H
100258430,L2_17280,-93.1,45.2,HOME,0,H
100260352,L2_17280,-93.1,45.2,HOME,0,H
100260407,L2_17280,-93.1,45.2,HOME,0,H
100260788,L2_17280,-93.1,45.2,HOME,0,H
100263100,L2_17280,-93.1,45.2,HOME,0,H
100343535,L2_17280,-93.1,45.2,HOME,0,H
100345127,L2_17280,-93.1,45.2,HOME,0,H
100347201,L2_17280,-93.1,45.2,HOME,0,H
100348195,L2_17280,-93.1,45.2,HOME,0,H
100388651,L2_17280,-93.1,45.2,HOME,0,H
100390842,L2_17280,-93.1,45.2,HOME,0,H
100391345,L2_17280,-93.1,45.2,HOME,0,H
100391503,L2_17280,-93.1,45.2,HOME,0,H
100392398,L2_17280,-93.1,45.2,HOME,0,H
100392492,L2_17280,-93.1,45.2,HOME,0,H
100394702,L2_17280,-93.1,45.2,HOME,0,H
100394731,L2_17280,-93.1,45.2,HOME,0,H
100395622,L2_17280,-93.1,45.2,HOME,0,H
100397145,L2_17280,-93.1,45.2,HOME,0,H
100397466,L2_17280,-93.1,45.2,HOME,0,H
100399103,L2_17280,-93.1,45.2,HOME,0,H
100399954,L2_17280,-93.1,45.2,HOME,0,H
100401567,L2_17280,-93.1,45.2,HOME,0,H
100401764,L2_17280,-93.1,45.2,HOME,0,H
100402104,L2_17280,-93.1,45.2,HOME,0,H
100402882,L2_17280,-93.1,45.2,HOME,0,H
100403135,L2_17280,-93.1,45.2,HOME,0,H
100448601,L2_17280,-93.1,45.2,HOME,0,H
100450442,L2_17280,-93.1,45.2,HOME,0,H
100513609,L2_17280,-93.1,45.2,HOME,0,H
100514833,L2_17280,-93.1,45.2,HOME,0,H
100514851,L2_17280,-93.1,45.2,HOME,0,H
100515770,L2_17280,-93.1,45.2,HOME,0,H
100516175,L2_17280,-93.1,45.2,HOME,0,H
100516883,L2_17280,-93.1,45.2,HOME,0,H
100516901,L2_17280,-93.1,45.2,HOME,0,H
100518481,L2_17280,-93.1,45.2,HOME,0,H
100518798,L2_17280,-93.1,45.2,HOME,0,H
100518991,L2_17280,-93.1,45.2,HOME,0,H
100522074,L2_17280,-93.1,45.2,HOME,0,H
100522097,L2_17280,-93.1,45.2,HOME,0,H
100522214,L2_17280,-93.1,45.2,HOME,0,H
100522341,L2_17280,-93.1,45.2,HOME,0,H
100522421,L2_17280,-93.1,45.2,HOME,0,H
100524361,L2_17280,-93.1,45.2,HOME,0,H
100524807,L2_17280,-93.1,45.2,HOME,0,H
100527183,L2_17280,-93.1,45.2,HOME,0,H
100527426,L2_17280,-93.1,45.2,HOME,0,H
100528759,L2_17280,-93.1,45.2,HOME,0,H
100529455,L2_17280,-93.1,45.2,HOME,0,H
100529568,L2_17280,-93.1,45.2,HOME,0,H
100529858,L2_17280,-93.1,45.2,HOME,0,H
100531044,L2_17280,-93.1,45.2,HOME,0,H
100531078,L2_17280,-93.1,45.2,HOME,0,H
100535523,L2_17280,-93.1,45.2,HOME,0,H
100535857,L2_17280,-93.1,45.2,HOME,0,H
100536347,L2_17280,-93.1,45.2,HOME,0,H
100536407,L2_17280,-93.1,45.2,HOME,0,H
100536458,L2_17280,-93.1,45.2,HOME,0,H
100536851,L2_17280,-93.1,45.2,HOME,0,H
100539908,L2_17280,-93.1,45.2,HOME,0,H
100540613,L2_17280,-93.1,45.2,HOME,0,H
100541330,L2_17280,-93.1,45.2,HOME,0,H
100542605,L2_17280,-93.1,45.2,HOME,0,H
100543834,L2_17280,-93.1,45.2,HOME,0,H
100544239,L2_17280,-93.1,45.2,HOME,0,H
100546869,L2_17280,-93.1,45.2,HOME,0,H
100630599,L2_17280,-93.1,45.2,HOME,0,H
100631395,L2_17280,-93.1,45.2,HOME,0,H
100631530,L2_17280,-93.1,45.2,HOME,0,H
100632123,L2_17280,-93.1,45.2,HOME,0,H
100633180,L2_17280,-93.1,45.2,HOME,0,H
100643147,L2_17280,-93.1,45.2,HOME,0,H
100643558,L2_17280,-93.1,45.2,HOME,0,H
100673123,L2_17280,-93.1,45.2,HOME,0,H
100673362,L2_17280,-93.1,45.2,HOME,0,H
100675328,L2_17280,-93.1,45.2,HOME,0,H
100675462,L2_17280,-93.1,45.2,HOME,0,H
100675517,L2_17280,-93.1,45.2,HOME,0,H
100676206,L2_17280,-93.1,45.2,HOME,0,H
100676822,L2_17280,-93.1,45.2,HOME,0,H
100677302,L2_17280,-93.1,45.2,HOME,0,H
100678825,L2_17280,-93.1,45.2,HOME,0,H
100681146,L2_17280,-93.1,45.2,HOME,0,H
100682139,L2_17280,-93.1,45.2,HOME,0,H
100682242,L2_17280,-93.1,45.2,HOME,0,H
100683426,L2_17280,-93.1,45.2,HOME,0,H
100684090,L2_17280,-93.1,45.2,HOME,0,H
100684574,L2_17280,-93.1,45.2,HOME,0,H
100718185,L2_17280,-93.1,45.2,HOME,0,H
100720525,L2_17280,-93.1,45.2,HOME,0,H
100735653,L2_17280,-93.1,45.2,HOME,0,H
100738134,L2_17280,-93.1,45.2,HOME,0,H
100738151,L2_17280,-93.1,45.2,HOME,0,H
200250757,L2_17280,-93.1,45.2,WORK,0,W
200251768,L2_17280,-93.1,45.2,WORK,0,W
200252337,L2_17280,-93.1,45.2,WORK,0,W
200252665,L2_17280,-93.1,45.2,WORK,0,W
200253172,L2_17280,-93.1,45.2,WORK,0,W
200255045,L2_17280,-93.1,45.2,WORK,0,W
200255198,L2_17280,-93.1,45.2,WORK,0,W
200257188,L2_17280,-93.1,45.2,WORK,0,W
200258311,L2_17280,-93.1,45.2,WORK,0,W
200261853,L2_17280,-93.1,45.2,WORK,0,W
200262199,L2_17280,-93.1,45.2,WORK,0,W
200263156,L2_17280,-93.1,45.2,WORK,0,W
200263230,L2_17280,-93.1,45.2,WORK,0,W
200264160,L2_17280,-93.1,45.2,WORK,0,W
200265387,L2_17280,-93.1,45.2,WORK,0,W
200265507,L2_17280,-93.1,45.2,WORK,0,W
200268264,L2_17280,-93.1,45.2,WORK,0,W
200269227,L2_17280,-93.1,45.2,WORK,0,W
200270305,L2_17280,-93.1,45.2,WORK,0,W
200270628,L2_17280,-93.1,45.2,WORK,0,W
200271051,L2_17280,-93.1,45.2,WORK,0,W
200272627,L2_17280,-93.1,45.2,WORK,0,W
200273230,L2_17280,-93.1,45.2,WORK,0,W
200273638,L2_17280,-93.1,45.2,WORK,0,W
200273703,L2_17280,-93.1,45.2,WORK,0,W
200275210,L2_17280,-93.1,45.2,WORK,0,W
200277038,L2_17280,-93.1,45.2,WORK,0,W
200277784,L2_17280,-93.1,45.2,WORK,0,W
200278013,L2_17280,-93.1,45.2,WORK,0,W
200278074,L2_17280,-93.1,45.2,WORK,0,W
200278435,L2_17280,-93.1,45.2,WORK,0,W
200279632,L2_17280,-93.1,45.2,WORK,0,W
200279986,L2_17280,-93.1,45.2,WORK,0,W
200283427,L2_17280,-93.1,45.2,WORK,0,W
200284905,L2_17280,-93.1,45.2,WORK,0,W
200285702,L2_17280,-93.1,45.2,WORK,0,W
200285844,L2_17280,-93.1,45.2,WORK,0,W
200287183,L2_17280,-93.1,45.2,WORK,0,W
200287259,L2_17280,-93.1,45.2,WORK,0,W
200288371,L2_17280,-93.1,45.2,WORK,0,W
200288999,L2_17280,-93.1,45.2,WORK,0,W
200290253,L2_17280,-93.1,45.2,WORK,0,W
200290452,L2_17280,-93.1,45.2,WORK,0,W
200291262,L2_17280,-93.1,45.2,WORK,0,W
200292836,L2_17280,-93.1,45.2,WORK,0,W
200293579,L2_17280,-93.1,45.2,WORK,0,W
200294067,L2_17280,-93.1,45.2,WORK,0,W
200294765,L2_17280,-93.1,45.2,WORK,0,W
200301741,L2_17280,-93.1,45.2,WORK,0,W
200301989,L2_17280,-93.1,45.2,WORK,0,W
200302823,L2_17280,-93.1,45.2,WORK,0,W
200305478,L2_17280,-93.1,45.2,WORK,0,W
200306008,L2_17280,-93.1,45.2,WORK,0,W
200307707,L2_17280,-93.1,45.2,WORK,0,W
200307804,L2_17280,-93.1,45.2,WORK,0,W
200309215,L2_17280,-93.1,45.2,WORK,0,W
200310634,L2_17280,-93.1,45.2,WORK,0,W
200311278,L2_17280,-93.1,45.2,WORK,0,W
200311589,L2_17280,-93.1,45.2,WORK,0,W
200312266,L2_17280,-93.1,45.2,WORK,0,W
200313023,L2_17280,-93.1,45.2,WORK,0,W
200316527,L2_17280,-93.1,45.2,WORK,0,W
200320901,L2_17280,-93.1,45.2,WORK,0,W
200321052,L2_17280,-93.1,45.2,WORK,0,W
200322829,L2_17280,-93.1,45.2,WORK,0,W
200327754,L2_17280,-93.1,45.2,WORK,0,W
200327826,L2_17280,-93.1,45.2,WORK,0,W
200330127,L2_17280,-93.1,45.2,WORK,0,W
200330549,L2_17280,-93.1,45.2,WORK,0,W
200331437,L2_17280,-93.1,45.2,WORK,0,W
200331955,L2_17280,-93.1,45.2,WORK,0,W
200333129,L2_17280,-93.1,45.2,WORK,0,W
200334902,L2_17280,-93.1,45.2,WORK,0,W
200335262,L2_17280,-93.1,45.2,WORK,0,W
200335300,L2_17280,-93.1,45.2,WORK,0,W
200335588,L2_17280,-93.1,45.2,WORK,0,W
200335979,L2_17280,-93.1,45.2,WORK,0,W
200336148,L2_17280,-93.1,45.2,WORK,0,W
200336155,L2_17280,-93.1,45.2,WORK,0,W
200337182,L2_17280,-93.1,45.2,WORK,0,W
200337887,L2_17280,-93.1,45.2,WORK,0,W
200340087,L2_17280,-93.1,45.2,WORK,0,W
200342493,L2_17280,-93.1,45.2,WORK,0,W
200343226,L2_17280,-93.1,45.2,WORK,0,W
200343277,L2_17280,-93.1,45.2,WORK,0,W
200344249,L2_17280,-93.1,45.2,WORK,0,W
200344622,L2_17280,-93.1,45.2,WORK,0,W
200346164,L2_17280,-93.1,45.2,WORK,0,W
200346384,L2_17280,-93.1,45.2,WORK,0,W
200347084,L2_17280,-93.1,45.2,WORK,0,W
200347340,L2_17280,-93.1,45.2,WORK,0,W
200348734,L2_17280,-93.1,45.2,WORK,0,W
200349136,L2_17280,-93.1,45.2,WORK,0,W
200349301,L2_17280,-93.1,45.2,WORK,0,W
200349984,L2_17280,-93.1,45.2,WORK,0,W
200350045,L2_17280,-93.1,45.2,WORK,0,W
200350486,L2_17280,-93.1,45.2,WORK,0,W
200687665,L2_17280,-93.1,45.2,WORK,0,W
200688677,L2_17280,-93.1,45.2,WORK,0,W
200694477,L2_17280,-93.1,45.2,WORK,0,W
200696788,L2_17280,-93.1,45.2,WORK,0,W
200698504,L2_17280,-93.1,45.2,WORK,0,W
200700004,L2_17280,-93.1,45.2,WORK,0,W
200700171,L2_17280,-93.1,45.2,WORK,0,W
200700649,L2_17280,-93.1,45.2,WORK,0,W
200700944,L2_17280,-93.1,45.2,WORK,0,W
200829881,L2_17280,-93.1,45.2,WORK,0,W
200830276,L2_17280,-93.1,45.2,WORK,0,W
200832198,L2_17280,-93.1,45.2,WORK,0,W
200833193,L2_17280,-93.1,45.2,WORK,0,W
200833295,L2_17280,-93.1,45.2,WORK,0,W
200834395,L2_17280,-93.1,45.2,WORK,0,W
200834517,L2_17280,-93.1,45.2,WORK,0,W
200838141,L2_17280,-93.1,45.2,WORK,0,W
200838331,L2_17280,-93.1,45.2,WORK,0,W
200839720,L2_17280,-93.1,45.2,WORK,0,W
200840530,L2_17280,-93.1,45.2,WORK,0,W
200841420,L2_17280,-93.1,45.2,WORK,0,W
200842046,L2_17280,-93.1,45.2,WORK,0,W
200843030,L2_17280,-93.1,45.2,WORK,0,W
200843409,L2_17280,-93.1,45.2,WORK,0,W
200843510,L2_17280,-93.1,45.2,WORK,0,W
200844908,L2_17280,-93.1,45.2,WORK,0,W
200845181,L2_17280,-93.1,45.2,WORK,0,W
200845591,L2_17280,-93.1,45.2,WORK,0,W
200846845,L2_17280,-93.1,45.2,WORK,0,W
200848446,L2_17280,-93.1,45.2,WORK,0,W
200850625,L2_17280,-93.1,45.2,WORK,0,W
200852435,L2_17280,-93.1,45.2,WORK,0,W
200854792,L2_17280,-93.1,45.2,WORK,0,W
200975975,L2_17280,-93.1,45.2,WORK,0,W
200977239,L2_17280,-93.1,45.2,WORK,0,W
200977253,L2_17280,-93.1,45.2,WORK,0,W
200977254,L2_17280,-93.1,45.2,WORK,0,W
200978798,L2_17280,-93.1,45.2,WORK,0,W
200980137,L2_17280,-93.1,45.2,WORK,0,W
200980145,L2_17280,-93.1,45.2,WORK,0,W
200981090,L2_17280,-93.1,45.2,WORK,0,W
200981137,L2_17280,-93.1,45.2,WORK,0,W
200981164,L2_17280,-93.1,45.2,WORK,0,W
200981929,L2_17280,-93.1,45.2,WORK,0,W
201166884,L2_17280,-93.1,45.2,WORK,0,W
201167929,L2_17280,-93.1,45.2,WORK,0,W
201168721,L2_17280,-93.1,45.2,WORK,0,W
201168731,L2_17280,-93.1,45.2,WORK,0,W
201169132,L2_17280,-93.1,45.2,WORK,0,W
201169159,L2_17280,-93.1,45.2,WORK,0,W
201170295,L2_17280,-93.1,45.2,WORK,0,W
201170697,L2_17280,-93.1,45.2,WORK,0,W
201170870,L2_17280,-93.1,45.2,WORK,0,W
201171006,L2_17280,-93.1,45.2,WORK,0,W
201171241,L2_17280,-93.1,45.2,WORK,0,W
201175028,L2_17280,-93.1,45.2,WORK,0,W
201175239,L2_17280,-93.1,45.2,WORK,0,W
201175430,L2_17280,-93.1,45.2,WORK,0,W
201175844,L2_17280,-93.1,45.2,WORK,0,W
201176046,L2_17280,-93.1,45.2,WORK,0,W
201176302,L2_17280,-93.1,45.2,WORK,0,W
201177008,L2_17280,-93.1,45.2,WORK,0,W
201178085,L2_17280,-93.1,45.2,WORK,0,W
201180933,L2_17280,-93.1,45.2,WORK,0,W
201181531,L2_17280,-93.1,45.2,WORK,0,W
201182694,L2_17280,-93.1,45.2,WORK,0,W
201185118,L2_17280,-93.1,45.2,WORK,0,W
201187091,L2_17280,-93.1,45.2,WORK,0,W
201187437,L2_17280,-93.1,45.2,WORK,0,W
201188638,L2_17280,-93.1,45.2,WORK,0,W
201189604,L2_17280,-93.1,45.2,WORK,0,W
201190104,L2_17280,-93.1,45.2,WORK,0,W
201190219,L2_17280,-93.1,45.2,WORK,0,W
201191063,L2_17280,-93.1,45.2,WORK,0,W
201192118,L2_17280,-93.1,45.2,WORK,0,W
201192194,L2_17280,-93.1,45.2,WORK,0,W
201192379,L2_17280,-93.1,45.2,WORK,0,W
201192566,L2_17280,-93.1,45.2,WORK,0,W
201192795,L2_17280,-93.1,45.2,WORK,0,W
201192797,L2_17280,-93.1,45.2,WORK,0,W
201194067,L2_17280,-93.1,45.2,WORK,0,W
201194700,L2_17280,-93.1,45.2,WORK,0,W
201194992,L2_17280,-93.1,45.2,WORK,0,W
201195994,L2_17280,-93.1,45.2,WORK,0,W
201196549,L2_17280,-93.1,45.2,WORK,0,W
201197251,L2_17280,-93.1,45.2,WORK,0,W
201199144,L2_17280,-93.1,45.2,WORK,0,W
201199863,L2_17280,-93.1,45.2,WORK,0,W
201200102,L2_17280,-93.1,45.2,WORK,0,W
201201254,L2_17280,-93.1,45.2,WORK,0,W
201207994,L2_17280,-93.1,45.2,WORK,0,W
201209829,L2_17280,-93.1,45.2,WORK,0,W
201209848,L2_17280,-93.1,45.2,WORK,0,W
201210237,L2_17280,-93.1,45.2,WORK,0,W
201211002,L2_17280,-93.1,45.2,WORK,0,W
201211171,L2_17280,-93.1,45.2,WORK,0,W
201211653,L2_17280,-93.1,45.2,WORK,0,W
201214049,L2_17280,-93.1,45.2,WORK,0,W
201214502,L2_17280,-93.1,45.2,WORK,0,W
201215530,L2_17280,-93.1,45.2,WORK,0,W
201216404,L2_17280,-93.1,45.2,WORK,0,W
201216434,L2_17280,-93.1,45.2,WORK,0,W
201217705,L2_17280,-93.1,45.2,WORK,0,W
201220329,L2_17280,-93.1,45.2,WORK,0,W
201221016,L2_17280,-93.1,45.2,WORK,0,W
201221811,L2_17280,-93.1,45.2,WORK,0,W
201221885,L2_17280,-93.1,45.2,WORK,0,W
201222223,L2_17280,-93.1,45.2,WORK,0,W
201224192,L2_17280,-93.1,45.2,WORK,0,W
201224242,L2_17280,-93.1,45.2,WORK,0,W
201225541,L2_17280,-93.1,45.2,WORK,0,W
201226381,L2_17280,-93.1,45.2,WORK,0,W
201228068,L2_17280,-93.1,45.2,WORK,0,W
201228139,L2_17280,-93.1,45.2,WORK,0,W
201228837,L2_17280,-93.1,45.2,WORK,0,W
201229009,L2_17280,-93.1,45.2,WORK,0,W
201436592,L2_17280,-93.1,45.2,WORK,0,W
201436747,L2_17280,-93.1,45.2,WORK,0,W
201437267,L2_17280,-93.1,45.2,WORK,0,W
201438693,L2_17280,-93.1,45.2,WORK,0,W
201438871,L2_17280,-93.1,45.2,WORK,0,W
201439270,L2_17280,-93.1,45.2,WORK,0,W
201439422,L2_17280,-93.1,45.2,WORK,0,W
201439716,L2_17280,-93.1,45.2,WORK,0,W
201440524,L2_17280,-93.1,45.2,WORK,0,W
201440636,L2_17280,-93.1,45.2,WORK,0,W
201474193,L2_17280,-93.1,45.2,WORK,0,W
201606526,L2_17280,-93.1,45.2,WORK,0,W
201606936,L2_17280,-93.1,45.2,WORK,0,W
201608523,L2_17280,-93.1,45.2,WORK,0,W
201609345,L2_17280,-93.1,45.2,WORK,0,W
201609480,L2_17280,-93.1,45.2,WORK,0,W
201609524,L2_17280,-93.1,45.2,WORK,0,W
201609868,L2_17280,-93.1,45.2,WORK,0,W
201610596,L2_17280,-93.1,45.2,WORK,0,W
201611741,L2_17280,-93.1,45.2,WORK,0,W
201612372,L2_17280,-93.1,45.2,WORK,0,W
201615523,L2_17280,-93.1,45.2,WORK,0,W
201616174,L2_17280,-93.1,45.2,WORK,0,W
201616820,L2_17280,-93.1,45.2,WORK,0,W
201618243,L2_17280,-93.1,45.2,WORK,0,W
201619143,L2_17280,-93.1,45.2,WORK,0,W
201620999,L2_17280,-93.1,45.2,WORK,0,W
201621202,L2_17280,-93.1,45.2,WORK,0,W
201622208,L2_17280,-93.1,45.2,WORK,0,W
201623496,L2_17280,-93.1,45.2,WORK,0,W
201623614,L2_17280,-93.1,45.2,WORK,0,W
201625765,L2_17280,-93.1,45.2,WORK,0,W
201625838,L2_17280,-93.1,45.2,WORK,0,W
201626322,L2_17280,-93.1,45.2,WORK,0,W
201626634,L2_17280,-93.1,45.2,WORK,0,W
201627143,L2_17280,-93.1,45.2,WORK,0,W
201629389,L2_17280,-93.1,45.2,WORK,0,W
201630600,L2_17280,-93.1,45.2,WORK,0,W
201631086,L2_17280,-93.1,45.2,WORK,0,W
201632512,L2_17280,-93.1,45.2,WORK,0,W
201633282,L2_17280,-93.1,45.2,WORK,0,W
201633500,L2_17280,-93.1,45.2,WORK,0,W
201634377,L2_17280,-93.1,45.2,WORK,0,W
201635067,L2_17280,-93.1,45.2,WORK,0,W
201637321,L2_17280,-93.1,45.2,WORK,0,W
201637795,L2_17280,-93.1,45.2,WORK,0,W
201640591,L2_17280,-93.1,45.2,WORK,0,W
201643108,L2_17280,-93.1,45.2,WORK,0,W
201645710,L2_17280,-93.1,45.2,WORK,0,W
201646443,L2_17280,-93.1,45.2,WORK,0,W
201646853,L2_17280,-93.1,45.2,WORK,0,W
201646945,L2_17280,-93.1,45.2,WORK,0,W
201648332,L2_17280,-93.1,45.2,WORK,0,W
201649776,L2_17280,-93.1,45.2,WORK,0,W
201651097,L2_17280,-93.1,45.2,WORK,0,W
201651755,L2_17280,-93.1,45.2,WORK,0,W
201652122,L2_17280,-93.1,45.2,WORK,0,W
201652728,L2_17280,-93.1,45.2,WORK,0,W
201653148,L2_17280,-93.1,45.2,WORK,0,W
201653224,L2_17280,-93.1,45.2,WORK,0,W
201832878,L2_17280,-93.1,45.2,WORK,0,W
201834151,L2_17280,-93.1,45.2,WORK,0,W
201838149,L2_17280,-93.1,45.2,WORK,0,W
201838829,L2_17280,-93.1,45.2,WORK,0,W
201838945,L2_17280,-93.1,45.2,WORK,0,W
201839333,L2_17280,-93.1,45.2,WORK,0,W
201839443,L2_17280,-93.1,45.2,WORK,0,W
201839793,L2_17280,-93.1,45.2,WORK,0,W
201840594,L2_17280,-93.1,45.2,WORK,0,W
201841371,L2_17280,-93.1,45.2,WORK,0,W
201939230,L2_17280,-93.1,45.2,WORK,0,W
201939233,L2_17280,-93.1,45.2,WORK,0,W
201939303,L2_17280,-93.1,45.2,WORK,0,W
201940616,L2_17280,-93.1,45.2,WORK,0,W
201942040,L2_17280,-93.1,45.2,WORK,0,W
201944908,L2_17280,-93.1,45.2,WORK,0,W
201946985,L2_17280,-93.1,45.2,WORK,0,W
201948374,L2_17280,-93.1,45.2,WORK,0,W
201949511,L2_17280,-93.1,45.2,WORK,0,W
201950628,L2_17280,-93.1,45.2,WORK,0,W
201950818,L2_17280,-93.1,45.2,WORK,0,W
201950886,L2_17280,-93.1,45.2,WORK,0,W
201951072,L2_17280,-93.1,45.2,WORK,0,W
201951864,L2_17280,-93.1,45.2,WORK,0,W
201953092,L2_17280,-93.1,45.2,WORK,0,W
201954570,L2_17280,-93.1,45.2,WORK,0,W
201955118,L2_17280,-93.1,45.2,WORK,0,W
201955749,L2_17280,-93.1,45.2,WORK,0,W
201956143,L2_17280,-93.1,45.2,WORK,0,W
201956350,L2_17280,-93.1,45.2,WORK,0,W
201956759,L2_17280,-93.1,45.2,WORK,0,W
201956890,L2_17280,-93.1,45.2,WORK,0,W
201957013,L2_17280,-93.1,45.2,WORK,0,W
201957383,L2_17280,-93.1,45.2,WORK,0,W
201958031,L2_17280,-93.1,45.2,WORK,0,W
201959087,L2_17280,-93.1,45.2,WORK,0,W
201960779,L2_17280,-93.1,45.2,WORK,0,W
201960896,L2_17280,-93.1,45.2,WORK,0,W
201961395,L2_17280,-93.1,45.2,WORK,0,W
300077179,L2_17280,-93.1,45.2,DESTINATION,0,O
300078139,L2_17280,-93.1,45.2,DESTINATION,0,O
300078390,L2_17280,-93.1,45.2,DESTINATION,0,O
300082753,L2_17280,-93.1,45.2,DESTINATION,0,O
300082912,L2_17280,-93.1,45.2,DESTINATION,0,O
300084388,L2_17280,-93.1,45.2,DESTINATION,0,O
300084694,L2_17280,-93.1,45.2,DESTINATION,0,O
300085421,L2_17280,-93.1,45.2,DESTINATION,0,O
300086612,L2_17280,-93.1,45.2,DESTINATION,0,O
300087600,L2_17280,-93.1,45.2,DESTINATION,0,O
300087792,L2_17280,-93.1,45.2,DESTINATION,0,O
300088744,L2_17280,-93.1,45.2,DESTINATION,0,O
300088880,L2_17280,-93.1,45.2,DESTINATION,0,O
300090363,L2_17280,-93.1,45.2,DESTINATION,0,O
300094301,L2_17280,-93.1,45.2,DESTINATION,0,O
300098204,L2_17280,-93.1,45.2,DESTINATION,0,O
300098972,L2_17280,-93.1,45.2,DESTINATION,0,O
300099632,L2_17280,-93.1,45.2,DESTINATION,0,O
300101889,L2_17280,-93.1,45.2,DESTINATION,0,O
300102351,L2_17280,-93.1,45.2,DESTINATION,0,O
300103094,L2_17280,-93.1,45.2,DESTINATION,0,O
300103687,L2_17280,-93.1,45.2,DESTINATION,0,O
300103849,L2_17280,-93.1,45.2,DESTINATION,0,O
300104282,L2_17280,-93.1,45.2,DESTINATION,0,O
300104386,L2_17280,-93.1,45.2,DESTINATION,0,O
300104655,L2_17280,-93.1,45.2,DESTINATION,0,O
300105240,L2_17280,-93.1,45.2,DESTINATION,0,O
300105627,L2_17280,-93.1,45.2,DESTINATION,0,O
300105664,L2_17280,-93.1,45.2,DESTINATION,0,O
300106118,L2_17280,-93.1,45.2,DESTINATION,0,O
300106836,L2_17280,-93.1,45.2,DESTINATION,0,O
300210743,L2_17280,-93.1,45.2,DESTINATION,0,O
300211368,L2_17280,-93.1,45.2,DESTINATION,0,O
300211537,L2_17280,-93.1,45.2,DESTINATION,0,O
300212001,L2_17280,-93.1,45.2,DESTINATION,0,O
300212410,L2_17280,-93.1,45.2,DESTINATION,0,O
300212488,L2_17280,-93.1,45.2,DESTINATION,0,O
300253605,L2_17280,-93.1,45.2,DESTINATION,0,O
300253803,L2_17280,-93.1,45.2,DESTINATION,0,O
300255256,L2_17280,-93.1,45.2,DESTINATION,0,O
300255746,L2_17280,-93.1,45.2,DESTINATION,0,O
300256951,L2_17280,-93.1,45.2,DESTINATION,0,O
300257290,L2_17280,-93.1,45.2,DESTINATION,0,O
300259613,L2_17280,-93.1,45.2,DESTINATION,0,O
300261853,L2_17280,-93.1,45.2,DESTINATION,0,O
300297670,L2_17280,-93.1,45.2,DESTINATION,0,O
300297978,L2_17280,-93.1,45.2,DESTINATION,0,O
